page_order,name_ja,zone_name,obtention_desc,attri,positi,lv,GP,TP,kick,body,control,guard,speed,stamina,guts,freedom,h1,h2,h3,h4,name_romanji,body_type,full_ja,kanji_ja,name_en,full_en,id
59-9,さかきばら,コンドル島,"イタリア
(ガチャ: 赤 )",山,DF,,118,94,53,57,62,48,56,57,56,23,ザ・ウォール (B),スーパーしこふみ (B),メガウォール (B),スニーキングレイド,sakakibara,4,さかきばら つとむ,榊原 努,Forester,Tiny Forester,576
59-10,さかした,ジャパン,"ジャパン
(ガチャ: 青 )",風,MF,,121,90,48,50,46,46,50,48,44,96,フリーズショット,どくぎりのじゅつ,ライトニングアクセル,ウォーターベール,sakashita,,さかした まさとし,坂下 雅功,Garry,Glen Garry,577
60-1,さかた,クジャク島,ミニバトル,林,DF,,118,110,44,54,53,51,64,62,51,45,ジャッジスルー,かげぬい,サイクロン,かえんほうしゃ,sakata,,さかた たつひと,酒田 達士,List,Neville List,578
60-2,サガミネタ,-,ワイヤレス,林,FW,,136,114,77,71,51,50,52,61,67,19,ダッシュアクセル,リフレクトバスター,シザース・ボム,トライアングルＺ,sagamineta,,サガミネーター,,Saggy,Sagaminator,579
60-3,さかもと,ウミヘビ島,ミニバトル,風,MF,,124,102,54,54,56,54,58,59,51,43,コイルターン,ホエールガード,なまける,ぶんしんディフェンス,sakamoto,,さかもと りょう,坂本 良,Drake,Frank Drake,580
60-4,さがら,セントラル,"ジャパン
(ガチャ: 青 )",火,MF,,122,97,53,56,57,56,57,42,53,53,ゴールずらし,マジック,グレネードショット,イカサマ！,sagara,,さがら みききよ,相良 幹聖,Lyons,Lovell Lyons,581
60-5,サキ,ライオコット病院,"ジャパン
(ガチャ: 赤 )",風,FW,,100,118,56,45,44,56,64,58,60,32,かみかくし (C),まぼろしドリブル,イナズマおとし (B),ぶんしんシュート (C)(LV54),saki,,けんじょう さき,見城 彩希,Bugeisha,Anna Bugeisha,582
60-6,さきとり,-,とくしゅ（オーガ）,林,GK,,99,124,45,46,51,62,50,44,62,65,ねっけつパンチ,デュアルスマッシュ,キラースライド,おんりょう,sakitori,,さきとり しんたろう,前鳥 信太郎,Ee,Earl Bird,583
60-7,さく,福岡,"福岡 沖縄
(ガチャ: 青 )",風,FW,,133,100,57,56,57,60,51,56,53,24,コンドルダイブ (C),ざんぞう,カマイタチ,スニーキングレイド,saku,,さく りょうすけ,左久 亮介,Sweeper,Rod Sweeper,584
60-8,さくま,-,ストーリー,林,FW,12,124,126,70,60,61,53,58,70,67,13,オフェンスフォース,れっぷうダッシュ,こうていペンギン2ごう,スペースペンギン (LV70),sakuma,,さくま じろう,佐久間 次郎,Samford,David Samford,585
60-9,さくらい,ウミガメ島,"ブラジル
(ガチャ: 黄 )",火,MF,,103,116,48,57,56,45,52,57,54,64,スーパースキャン,サイコショット,イリュージョンボール,ヘブンズタイム,sakurai,,さくらい こうじ,桜井 広司,Stick,Joe Stick,586
60-10,さごじょう,コンドル島,"イタリア
(ガチャ: 赤 )",風,DF,,118,101,55,53,53,62,54,43,53,46,クイックドロウ,ガニメデプロトン,ダッシュアクセル,ラン・ボール・ラン,sagojou,1,さご じょう,沙悟 浄,Sandy,Sean Wujing,587
61-1,さこた,南東京,"大江戸国際空港
(ガチャ: 黄 )",林,DF,,93,127,52,51,51,48,46,51,51,68,ドッペルゲンガー,アイスグランド,リボンシャワー,エコーボール,sakota,,さこた あさみ,迫田 麻美,O'Kea,Carrie O'Kea,588
61-2,ささ,北東京,"稲妻商店街
(ガチャ: 黄 )",林,DF,,123,92,50,59,52,60,53,39,51,59,にひゃくれつショット,ごりむちゅう,たまのりピエロ,スーパースキャン,sasa,1,ささ ゆうせい,沙沙 優生,Touchouse,Goodie Touchouse,589
61-3,ささき,福岡,"福岡 沖縄
(ガチャ: 黄 )",山,DF,,120,96,55,53,61,52,54,53,66,42,スーパースキャン,ジグザグフレイム,アステロイドベルト (B),メテオシャワー,sasaki,1,ささき としひで,佐々木 年秀,Easley,Arthur Easley,590
61-4,ささぶえ,ウミヘビ島,"イギリス
(ガチャ: 青 )",林,MF,,124,96,47,46,54,57,55,44,56,75,ブレードアタック,バックトルネード (B),スパイラルショット,パワーチャージ,sasabue,,おおささ まきごろう,大笹 牧吾郎,Armstraw,Blowie Armstraw,591
61-5,ささもと,北東京,"稲妻商店街
(ガチャ: 黄レア )",風,FW,8,105,125,60,60,54,53,54,61,58,33,クンフーヘッド,クンフーアタック (B),ダークトルネード (B),イナズマ１ごう (B),sasamoto,,ささもと しんじ,笹本 慎二,Plumber,Georgio Plumber,592
61-6,ささやま,コトアール,ミニバトル,林,GK,,112,105,67,59,58,67,50,62,56,33,なまける,ゴッドハンド,オーロラカーテン,フラッシュアッパー,sasayama,1,ささやま ひろき,笹山 寛生,Cebus,Sim Cebus,593
61-7,サザレ,北東京,"稲妻商店街
(ガチャ: 青 )",火,MF,8,99,127,48,60,51,59,51,50,47,49,ストーンプリズン,モグラフェイント,クイックドロウ,パトリオットシュート (L),sazare,,さざれいし きょうすけ,細石 京介,Shale,Rocco Shale,594
61-8,ざしき,北東京,"稲妻商店街
(ガチャ: 赤レア )",火,GK,8,134,116,53,58,56,59,53,51,51,27,ねっけつパンチ,ゴールずらし,フェイクボンバー,ワームホール,zashiki,1,ざしき どう,座敷 童,Knightley,Les Knightley,595
61-9,サジタリ,コンドル島,"イタリア
(ガチャ: 黄 )",山,FW,,107,119,66,57,56,53,54,57,57,18,スピードプラス,ニニンサンキャク,カンガルーキック,スリングショット (LV38),sajitari,,いて かうす,射手 飼洲,Sagittarius,Archie Rider,596
61-10,させ,クジャク島,"アメリカ
(ガチャ: 赤 )",林,MF,,91,116,60,61,63,62,63,39,66,36,ムーンサルト,コンドルダイブ (C),ウルトラムーン,フラッシュアッパー,sase,,させ ひでみつ,作世 秀光,Sancey,Steve Sancey,597
62-1,さた,ウミヘビ島,"イギリス
(ガチャ: 青 )",林,DF,,93,124,48,49,51,54,67,50,51,54,キラースライド,ハーヴェスト,ジグザグスパーク,シャインドライブ,sata,,さた ごうのすけ,佐太 豪之介,Stagg,Berthel Stagg,598
62-2,さだ,北海道,"北海道
(ガチャ: 赤 )",火,FW,,113,95,44,57,63,47,53,53,51,63,ダッシュアクセル,クルクルヘッド (C),ダイナマイトシュート (C),メガネクラッシュ (C),sada,,さだ ひろかず,佐田 展和,Emmerson,Bert Emmerson,599
62-3,さだお,北東京,"稲妻商店街
(ガチャ: 黄 )",風,DF,,101,124,57,56,57,62,57,56,52,25,ジグザグスパーク,くものいと,フーセンガム,プロファイルゾーン,sadao,3,おち さだお,越智 貞夫,Count,Des Count,600
62-4,さだおか,ウミヘビ島,"イギリス
(ガチャ: 青 )",林,DF,,114,101,61,56,53,54,57,53,51,40,ドッペルゲンガー,スーパースキャン,ジグザグスパーク,フレイムダンス,sadaoka,,さだおか けん,定岡 堅,Messenger,Scout Messenger,601
62-5,さたけ,アルゼンチン,"アルゼンチン
(ガチャ: 黄 )",林,DF,,120,92,50,48,49,44,49,46,47,94,うしろのしょうめん,フレイムダンス,サイクロン,プラネットシールド,satake,,さたけ しょうじ,佐竹 正二,Lubow,Pat Lubow,602
62-6,サタン,ウミヘビ島,Wi-Fi,火,GK,,122,105,60,61,58,63,51,66,60,34,リカバリー,キラーブレード,ビッグスパイダー,デーモンカット (B),satan,3,やすこく まさお,安刻 真男,Beelzy,Bob Beelzy,603
62-7,さつき,愛媛,"関西 愛媛
(ガチャ: 青 )",山,MF,,130,97,56,59,49,56,52,67,56,29,スーパーアルマジロ,ザ・ウォール (B),モグラシャッフル,ブロックサーカス,satsuki,4,さつき はるひこ,五月 晴彦,Sofrenic,Skip Sofrenic,604
62-8,ザック,北東京,ミニバトル,風,GK,,124,102,56,60,51,65,51,58,62,33,ガラティーン,ジャイアントスピン (B),キーパープラス,つなみウォール,zakku,4,おざき よしとも,尾崎 佳知,Omercer,Egon Omercer,605
62-9,サッシー,ヤマネコ島,"アルゼンチン
(ガチャ: 赤 )",火,FW,,133,93,48,49,51,50,59,44,57,67,ビッグスパイダー,ドッグラン,サイコショット,キラースライド,sasshiー,,さしえ ゆきあき,刺枝 雪将,Brand,Mark Brand,606
62-10,さっぽろ,北海道,ミニバトル,山,MF,,130,97,57,56,46,58,53,60,53,25,ひとりワンツー,アイスグランド,フェイクボンバー,ネバーギブアップ,sapporo,,さっぽろ すみた,札幌 澄太,Sapp,Paul Sapp,607
63-1,サトウキビ,ブラジル,Wi-Fi配信,風,FW,,122,103,63,63,56,67,55,42,42,48,ツナミブースト (L),フリーズショット,モグラシャッフル,ドこんじょうクラブ (L),satoukibi,4,あましょ たかすみ,甘蔗 隆住,Kane,Demerara Kane,608
63-2,さなだ,北海道,ミニバトル,林,DF,,121,93,37,41,50,66,44,47,45,84,キラースライド,ジャッジスルー,ジャッジスルー２,ジャッジスルー３,sanada,,さなだ ゆきお,真田 幸夫,Fortune,Turner Fortune,609
63-3,さの,北東京,ミニバトル,山,DF,5,121,94,48,53,60,51,59,63,50,48,スピニングカット (B),しっぷうダッシュ,メガロドン,モンキーターン,sano,,さの しょういち,狭野 焦一,Pesci,Fabrice Pesci,610
63-4,サハラ,南東京,ミニバトル,火,GK,,109,122,55,56,57,54,53,41,54,48,ごりむちゅう,デザートストーム,ストームライダー,デュアルスマッシュ,sahara,,すなだ サハラ,砂田 サハラ,Kalahari,Sahara Kalahari,611
63-5,さほ,セントラル,"ジャパン
(ガチャ: 赤 )",風,FW,,108,124,53,60,58,58,64,61,59,34,アイスグランド,カマイタチ,りゅうせいブレード (B),エアライド,saho,,さほ ごいち,佐保 吾一,Sliden,Flip Sliden,612
63-6,さむかわ,ジャパン,"ジャパン
(ガチャ: 青 )",山,FW,,103,120,63,53,54,57,57,49,54,48,ツインブースト,ヒートタックル,ダッシュアクセル,ガイアブレイク,samukawa,,さむかわ しげる,寒川 申,Designer,Des Einer,613
63-7,さめじま,ヤマネコ島,"アルゼンチン
(ガチャ: 赤 )",火,GK,,118,115,62,66,61,62,66,36,62,34,ホーントレイン,ワイルドクロー,サイクロン,ビーストファング,samejima,3,さめじま らんと,鮫島 嵐人,Gnashers,Ches Nutcracker,614
63-8,さやま,コトアール,"コトアール
(ガチャ: 黄 )",火,FW,,121,109,51,48,51,52,49,63,60,54,ぶんしんシュート (C),カンガルーキック,ターザンキック (C),おんりょう,sayama,,さやま かいが,狭山 海賀,Venturus,Adam Venturus,615
63-9,さらさ,アルゼンチン,"アルゼンチン
(ガチャ: 赤 )",風,MF,,75,138,47,55,53,57,60,54,56,55,クルクルヘッド (C),プリマドンナ,サイクロン,とうめいフェイント (LV47),sarasa,,こや さらさ,古家 更沙,Knotted,Kim Knotted,616
63-10,さらやま,ウミガメ島,"ブラジル
(ガチャ: 赤 )",火,FW,,120,97,60,50,58,42,46,44,46,77,グレネードショット,たまのりピエロ,アルマジロサーカス,ドラゴントルネード,sarayama,,さらやま ひでたか,皿山 秀貴,Crocker,Cass Crocker,617
64-1,さるくん,コンドル島,ミニバトル,火,FW,10,122,97,60,57,54,57,54,39,57,41,モンキーターン,クンフーヘッド (B),クルクルヘッド (C),トライアングルＺ,sarukun,1,そん とううん,孫 斗雲,Monkey,Sonny Wukong,618
64-2,さるわたり,イギリス,"イギリス
(ガチャ: 青 )",林,DF,,125,102,54,60,62,51,62,59,58,32,イケメンＵＰ！,ムーンサルト,スティンガー,オーディンソード (C),saruwatari,,さるわたり ともや,猿渡 智哉,Puffer,Nev Puffer,619
64-3,さわだ,奈良,"関西 愛媛
(ガチャ: 黄 )",山,FW,,85,126,52,60,46,60,53,60,53,24,パトリオットシュート,スラッシュネイル,セキュリティショット,プリマドンナ,sawada,,さわだ ちさか,沢田 千早花,Stuckon,Elegance Stuckon,620
64-4,さわむら,コンドル島,ミニバトル,火,FW,5,119,101,47,54,54,51,58,53,51,61,なまける,しっぷうダッシュ,ざんぞう,クロスドライブ (C)(LV36),sawamura,,さわむら しゅん,沢村 瞬,Abel,Les Abel,621
64-5,さんしょう,北海道,ミニバトル,火,DF,5,118,97,51,56,52,51,57,55,51,55,ホーントレイン (B),フェイクボンバー,ぶんしんフェイント,ぶんしんシュート,sanshou,,さんしょう うきと,山椒 宇城人,Lemon,Sayer Lemon,622
64-6,さんぞう,コンドル島,人脈システム,林,GK,,75,142,53,57,54,60,53,42,53,49,かえんほうしゃ,トリプルディフェンス,ゆがむくうかん,くものいと,sanzou,,ほうし さんぞう,法師 三蔵,Tripitaka,Tony Sanzang,623
64-7,サンバ,ブラジル,Wi-Fi配信,火,GK,,108,115,57,54,56,53,66,57,57,11,イケイケ！,ひとりワンツー,アステロイドベルト (B),カポエィラスナッチ,sanba,,さんば おどる,三羽 踊,Carnival,Ria Carnival,624
64-9,しあん,セントラル,"ジャパン
(ガチャ: 黄 )",山,GK,,119,118,48,49,53,48,53,62,51,39,ストームライダー,ドッペルゲンガー,オーロラカーテン,グラビテイション (B)(LV54),shian,,すさ しあん,須佐 史杏,Patil,Indira Patil,625
64-10,しーちゃん,北東京,"稲妻商店街
(ガチャ: 赤 )",火,DF,,79,132,49,55,54,57,66,53,54,23,マジック,くものいと,サイクロン,ビッグスパイダー,shiーchan,,みやいけ しいな,宮池 椎奈,Wann,Pearl Wann,626
65-1,シーフ,ウミガメ島,人脈システム,山,DF,,98,99,57,38,86,50,66,50,65,13,かげぬい,デザートストーム,ふうじんのまい,グラディウスアーチ (L),shiーfu,,しいふ ぬすと,椎府 盗人,Pincher,Nick Pincher,627
65-2,ジェット,北東京,"稲妻商店街
(ガチャ: 赤 )",林,MF,8,91,124,57,60,48,59,56,57,53,22,ツナミブースト (L),かげぬい,とうめいフェイント,ウォーターベール,jetto,,あおき まさうみ,青木 将海,Kelp,Algy Kelp,628
65-3,ジェミニ,コンドル島,人脈システム,林,MF,,109,117,54,53,54,54,56,56,56,27,スピードプラス,デュアルパス,デュアルストライク,ユニバースブラスト (C),jemini,,ふたおもて そうこ,二面 双子,Gemini,Jen Miniver,629
65-4,しえり,イギリス,"イギリス
(ガチャ: 青 )",風,DF,,109,117,56,62,56,62,62,62,60,11,スーパースキャン,スーパースキャン,プロファイルゾーン,ブロックサーカス,shieri,,はにゅう しえり,羽生 志恵里,Vision,Pam Vision,630
65-5,ジェンダー,スクラップ広場,人脈システム,風,FW,,109,123,40,39,56,39,54,56,55,72,ジャッジスルー,ジャッジスルー2,ダッシュアクセル,アストロブレイク,jendaー,,じえんだ ひらみ,滋園田 平美,Liberty,Jen DeRites,631
65-6,しおがま,-,ワイヤレス,山,FW,,89,130,58,60,58,62,58,60,60,11,ファントムシュート (C),パラディンストライク (C),ダークフェニックス,やくびょうがみ,shiogama,4,しおがま ゆうぞう,塩釜 勇造,Chasing,Ralph Chasing,632
65-7,しおざき,クジャク島,"アメリカ
(ガチャ: 黄 )",風,GK,,122,92,45,51,56,56,56,53,51,61,ゴールずらし,カポエィラスナッチ,サイクロン,ダブルサイクロン,shiozaki,,しおざき れお,汐崎 怜央,Harper,Harry Harper,633
65-8,しおた,ウミガメ島,ミニバトル,風,MF,,116,109,44,53,59,47,51,53,51,68,ひとりワンツー,ムーンサルト,ジグザグフレイム,ガニメデプロトン,shiota,,しおた みちのすけ,塩田 道之介,Lensman,Cam Lensman,634
65-9,しおり,沖縄,Wi-Fi配信,林,MF,,87,133,52,50,57,50,56,46,53,53,さばきのてっつい (B),バタフライドリーム (B),ひとりワンツー,ニニンサンキャク,shiori,,なかめ しおり,中目 栞,Readingplace,Keshia Readingplace,635
65-10,シカ,京都,"関西 愛媛
(ガチャ: 青 )",山,DF,,99,126,56,57,54,56,51,56,54,41,ホーントレイン (B),のろい,グングニル (L),かげぬい,shika,,しかうち ひでふみ,鹿内 英文,Deer,Red Dayers,636
66-1,しが,ウミガメ島,"ブラジル
(ガチャ: 赤 )",風,DF,,110,98,54,56,52,53,51,56,55,52,キラースライド,ブレードアタック,サイクロン,メガロドン,shiga,,しが けいさく,滋賀 圭作,Atwater,Brook Atwater,637
66-2,しき,ウミガメ島,人脈システム,林,FW,,119,102,64,58,56,56,57,41,53,48,つちだるま (C),ドこんじょうバット (B),マジン・ザ・ハンド,ドッグラン,shiki,4,いぶき しき,伊吹 死鬼,Marrowfat,Pease Marrowfat,638
66-3,しきな,福岡市街,"福岡 沖縄
(ガチャ: 青 )",火,FW,,122,97,56,54,44,54,45,44,45,90,フーセンガム,ターザンキック (C),パトリオットシュート (L),にひゃくれつショット (B),shikina,2,しきな はもん,識名 波門,Mastick,Onslow Mastick,639
66-4,しぎょう,漫遊寺中,"関西 愛媛
(ガチャ: 赤 )",火,MF,,88,132,58,54,53,53,56,60,56,24,ひとりワンツー,ホークショット (C),イリュージョンボール,かげぬい,shigyou,,しぎょう みき,執行 美紀,Shuttle,Marg Shuttle,640
66-5,しげた,ヤマネコ島,"アルゼンチン
(ガチャ: 赤 )",火,FW,,125,109,45,42,42,39,63,62,57,64,エコーボール,ファイアトルネード (C),ツインブースト,にひゃくれつショット (B),shigeta,2,しげた みつおみ,重田 光臣,Berry,Gaston Berry,641
66-6,しげの,福岡,"福岡 沖縄
(ガチャ: 青 )",山,GK,,120,105,67,58,56,66,50,61,62,33,まきわりチョップ,ばくれつパンチ,だいばくはつはりて,ギガントウォール,shigeno,4,しげの ひさひこ,茂野 久彦,Izushy,Mark Izushy,642
66-7,ししど,ジャパン,"ジャパン
(ガチャ: 赤 )",火,MF,,125,123,65,57,56,56,58,56,76,11,グレネードショット,ごりむちゅう,フェイクボンバー,ドラゴントルネード,shishido,,ししど さきち,宍戸 佐吉,Sam,Sam Kincaid,643
66-8,しじん,北東京,ミニバトル,火,FW,5,134,109,63,46,44,46,44,48,48,78,スーパースキャン,ダークトルネード,ターザンキック (C),カポエィラスナッチ,shijin,,くましろ ゆうしろう,神代 裕詩朗,Wordsworth,Shelley Wordsworth,644
66-9,しずおか,イギリス,"イギリス
(ガチャ: 赤 )",林,FW,,132,96,44,54,51,53,62,52,57,60,たまのりピエロ,ローリングキック (C),じごくぐるま,トライアングルＺ,shizuoka,,しずおか ひさし,静岡 久志,Char,Mat Char,645
66-10,しずちゃん,京都,ミニバトル,風,MF,,91,135,57,60,62,56,62,56,57,12,スパイラルショット,ジグザグスパーク,グッドスメル,ダッシュストーム,shizuchan,,えなみ しずえ,江波 静恵,Boyish,Tam Boyish,646
67-1,しずや,ジャパン,ミニバトル,林,MF,,119,100,45,53,55,53,56,57,65,38,イケイケ！,デザートストーム,ごりむちゅう,ダッシュストーム,shizuya,1,よわきだ しずや,弱気田 静也,Withers,Willow Withers,647
67-2,しせん,コンドル島,ミニバトル,山,GK,,120,98,62,51,51,57,51,60,51,43,ねっけつヘッド,ばくれつパンチ,バーンアウト,ノーエスケイプ,shisen,,しせん さいすけ,四川 才介,Douvre,Orson Douvre,648
67-3,じぞう,イギリス,"イギリス
(ガチャ: 青レア )",山,FW,,124,89,66,66,66,66,60,45,65,15,どくぎりのじゅつ,クンフーアタック (B),たつまきどくぎり,ドラゴングランド,jizou,4,じぞう くむ,地蔵 久夢,Anthropic,Phil Anthropic,649
67-4,しだ,ブラジル,"ブラジル
(ガチャ: 青 )",火,GK,,104,137,58,56,51,68,53,61,56,25,ぞくせいきょうか,トルネードキャッチ,スラッシュネイル,いかりのてっつい,shida,,しだ えいか,志田 英佳,Morgan,Wilma Morgan,650
67-5,しちや,アルゼンチン,"アルゼンチン
(ガチャ: 赤 )",山,GK,,127,102,44,57,53,51,51,62,57,50,セツヤク！,ロケットこぶし,ばくれつパンチ,ダブルロケット,shichiya,4,しちや ながる,質屋 流,Broker,Shawn Broker,651
67-6,しっぷう,（パスワード）,"大江戸国際空港
(ガチャ: 青 )",風,DF,8,127,120,40,44,81,43,97,41,56,23,スピードプラス,コイルターン 真,ふうじんのまい (Lv25),ハリケーンアロー,shippuu,1,ぞくせいが しっぷう,属性賀 疾風,Ellement,Gail Ellement,652
67-7,シデン,（パスワード）,"ブラジル
(ガチャ: 黄 )",風,GK,,126,102,60,60,56,56,57,60,59,23,ロケットこぶし,こがらし,オーロラカーテン,プロキオンネット,shiden,,しでん かい,紫電 戒,George,Rex George,653
67-8,しとう,大阪,"関西 愛媛
(ガチャ: 黄 )",風,DF,,120,97,57,58,59,62,59,53,60,16,ローズスプラッシュ (C),フォトンフラッシュ,ヒートタックル,マタドールフェイント,shitou,,しとう はやた,紫頭 隼太,Humble,Earle Humble,654
67-9,しながわ,北東京,"稲妻商店街
(ガチャ: 赤 )",林,MF,8,117,101,52,54,52,57,54,57,56,44,のろい,セツヤク！,フェイクボール,サザンクロスカット,shinagawa,,しながわ たかひろ,品川 隆博,Boneman,Reagan Boneman,655
67-10,しなの,京都,"関西 愛媛
(ガチャ: 赤 )",山,GK,,122,100,46,53,53,51,57,53,57,61,タフネスブロック,シュートポケット,ちゃぶだいがえし,ヘビーベイビー (B),shinano,4,しなの のぞむ,信濃 望,Fox,Conan Fox,656
68-1,しばふ,イタリア,"イタリア
(ガチャ: 赤 )",山,DF,,94,112,56,53,49,47,44,61,51,63,キラースライド,ヒートタックル,グレイブストーン,ノーエスケイプ,shibafu,4,しば いくお,芝 生夫,Lawn,Leon Lawn,657
68-2,シバレル,北海道,"北海道
(ガチャ: 青 )",林,DF,,120,93,53,57,53,51,53,56,57,41,クリティカル！,かげぬい,まぼろしドリブル,プラネットシールド,shibareru,1,しばれい あさお,柴礼 朝雄,Willing,Sam Willing,658
68-3,しほ,奈良,ミニバトル,風,FW,,128,132,48,51,48,51,56,39,48,58,おいろけUP!,ひとりワンツー,スパイラルショット,ダッシュストーム (Lv55),shiho,,ありま しほ,有馬 詩歩,Vivalist,Ria Vivalist,659
68-4,しまね,北海道,"北海道
(ガチャ: 青 )",風,DF,,133,90,46,44,50,45,46,50,47,98,かげぬい,ざんぞう,ぶんしんフェイント,ガラティーン,shimane,,しまね じん,島根 神,Washinton,Irv Washinton,660
68-5,しまぶくろ,イタリア,"イタリア
(ガチャ: 黄 )",火,GK,18,124,94,56,62,53,61,56,54,51,18,ねっけつパンチ,まきわりチョップ,うしろのしょうめん,こがらし,shimabukuro,,しまぶくろ せいじ,島袋 誠治,Pang,Pete Pang,661
68-6,しみず,ジャパン,"ジャパン
(ガチャ: 黄 )",火,DF,,94,100,44,56,51,54,62,57,53,73,こんしん！,ダッシュアクセル,ボルケイノカット (B),ロードローラタックル (B),shimizu,3,しみず ただし,清水 忠志,Ramin,Will Ramin,662
68-7,じみち,アルゼンチン,"アルゼンチン
(ガチャ: 青 )",火,MF,,93,123,56,57,55,57,48,62,54,26,フレイムダンス 真(B)(LV50),さばきのてっつい (B)(LV52),シューティングスター (LV55),ブーストグライダー,jimichi,,じみち しょう,地道 彰,Skidfree,Mark Skidfree,663
