page_order,name_ja,zone_name,obtention_desc,attri,positi,lv,GP,TP,kick,body,control,guard,speed,stamina,guts,freedom,h1,h2,h3,h4,name_romanji,body_type,full_ja,kanji_ja,name_en,full_en,id
160-3,らっかさん,ヤマネコ島,"アルゼンチン
(ガチャ: 黄 )",火,FW,16,144,102,43,87,46,56,53,71,76,6,スワンダイブ,しっぷうダッシュ,グラビテイション (B),ボディシールド,rakkasan,,かさで こう,傘手 降,Para,Pete Parrish,1547
160-4,らもと,イタリア,"イタリア
(ガチャ: 黄 )",風,DF,18,110,99,52,53,54,56,53,52,51,61,キラースライド,ジグザグスパーク,プロファイルゾーン,ダブルサイクロン,ramoto,,らもと しょうじ,羅本 昭二,Inkwell,Arvin Inkwell,1548
160-6,ラリー,ブラジル,"ブラジル
(ガチャ 青 )",山,MF,20,130,74,46,51,43,47,86,80,47,5,ダッシュアクセル,ワープドライブ 真,ホーントレイン (B),エコーボール (LV74),rariー,,やまたけ らりい,山岳 良利井,Rally,Walter Carr,1549
160-6,ランタン,パスワード,"アルゼンチン
(ガチャ: 黄 )",火,DF,16,103,142,52,49,51,53,52,51,53,72,サイクロン,ワープドライブ,ドッペルゲンガー,デーモンカット (B),rantan,1,ほりごめ らんた,堀米 乱太,Gouger,Lenton Gouger,1550
160-7,らんばし,セントラル,"ジャパン
(ガチャ: 赤 )",火,FW,14,86,132,57,60,57,60,53,56,62,25,ブレードアタック,ヒートタックル,プリマドンナ,しんくうま (B)(LV53),ranbashi,,らんばし こあん,乱橋 胡杏,Gateley,Kay Gateley,1551
160-8,りえ,イタリア,ミニバトル,風,MF,5,107,132,50,55,56,44,54,53,53,45,ホーントレイン (B),ヒートタックル,サイクロン,ノーエスケイプ (LV48),rie,,うしじま りえ,牛島 理恵,Creamer,Lara Creamer,1552
160-9,リオ,ブラジル,人脈システム,火,GK,36,103,120,53,55,56,57,54,57,56,20,ねっけつパンチ,ブロックサーカス,スラッシュネイル,カポエィラスナッチ,rio,,こるこ リオ,小流古 リオ,Demila,Venus Demila,1553
160-10,りきまる,京都,ミニバトル,山,GK,10,120,102,54,54,56,67,57,56,56,36,タフネスブロック,ロケットこぶし,ドこんじょうキャッチ,ぶんしんブロック,rikimaru,3,みやけ りきまる,三宅 力丸,Shears,Rocky Shears,1554
161-1,りさ,アメリカ,"アメリカ
(ガチャ: 黄 )",火,FW,18,98,124,63,56,62,63,51,63,59,11,デザートストーム,ヒートタックル,ミラージュシュート (C),まぼろしドリブル,risa,,まるやま りさ,丸山 里咲,Veile,Jasmine Veile,1555
161-2,りしゃこ,-,"大江戸国際空港
(ガチャ: 青 )",林,MF,8,110,125,44,78,43,42,43,44,78,45,おいろけUP！,ローズスプラッシュ (C),スピードプラス,ウルトラムーン,rishako,,すがや りさこ,菅谷 梨沙子,Rishako,Risako Sugaya,1556
161-3,リボン,北東京,"稲妻商店街
(ガチャ: 赤 )",山,FW,8,131,101,57,57,45,46,56,48,46,76,ローリングキック (C),スピニングシュート (C),ひとりワンツー,アサルトシュート (L),ribon,,まきじゃく りぼん,巻尺 李凡,Ribner,Lovell Ribner,1557
161-4,リュウ,セントラル,"ジャパン
(ガチャ: 黄 )",風,MF,,160,150,52,62,62,52,68,68,55,41,デュアルパス,ぶんしんペンギン,ツインブーストF,クリティカル!,ryuu,,リュウ リク,,Ryu,Riku Ryu,1558
161-5,りゅうこう,コンドル島,"イタリア
(ガチャ: 黄 )",火,FW,18,120,100,57,56,54,59,53,51,54,34,スパイラルショット,たつまきせんぷう,サイクロン,ヘルファイア,ryuukou,,ながれやま ひろゆき,流山 宏行,Trens,Callan Trens,1559
161-6,りゅうぞう,南東京,"大江戸国際空港
(ガチャ: 黄 )",山,FW,8,118,98,44,39,40,54,58,56,54,80,がくしゅう,コイルターン,ムーンサルト,ドラゴングランド,ryuuzou,,りゅうぞう てらお,龍造 寺男,Siezer,Julian Siezer,1560
161-7,りゅうの,南東京,大江戸国際空港(ガチャ: 黄レア ),風,GK,8,135,93,56,59,47,57,57,62,55,24,トルネードキャッチ,ねっけつヘッド,だいばくはつはりて,ドラゴンスレイヤー (C),ryuuno,,りゅうの ちょうじ,龍野 寵児,Pendragon,Art Pendragon,1561
161-8,りゅうび,イタリア,"イタリア
(ガチャ: 黄 )",林,GK,20,119,92,48,51,56,51,57,55,54,60,ねっけつヘッド,ブレードアタック,トリプルディフェンス,ゴッドハンドトリプル,ryuubi,,りゅうび げん,劉備 玄,Coaker,Cole Coaker,1562
161-9,りゅうよう,ウミネコ島,"ブラジル
(ガチャ: 赤 )",風,FW,20,124,94,53,51,54,51,56,53,53,69,スネークショット (C),ドラゴンクラッシュ (C),スーパーアルマジロ,メガウォール (B),ryuuyou,4,りゅうよう きはち,竜洋 喜八,Scallon,Draco Scallon,1563
161-10,りょう,クジャク島,"アメリカ
(ガチャ 青 )",風,FW,18,136,97,48,53,56,51,57,53,56,56,スパイラルショット,トカチェフボンバー (C),かげぬい,ボルケイノカット (B),ryou,,なわしろ りょう,縄代 亮,Shank,Shep Shank,1564
162-1,りんご,南東京,人脈システム,山,MF,,88,128,44,46,51,48,47,46,49,86,プリマドンナ,うしろのしょうめん,フーセンガム,パラディンストライク (C),ringo,,あおう りんご,粟生 林檎,Apple,May Apple,1565
162-2,リンゴ,アルゼンチン,人脈システム,火,FW,,102,134,69,56,70,46,59,57,56,24,グラビテイション (B),たつまきどくぎり,プリマドンナ,イナズマおとし (B),ringo,,しらゆき リンゴ,白雪 リンゴ,Snowy,Snezhana White,1566
162-3,りんどう,-,とくしゅ（オーガ）,林,MF,,102,122,49,71,53,51,65,57,54,36,ぞくせいきょうか,デュアルパス,デスゾーン,スニーキングレイド,rindou,1,りんどう ちかさだ,林藤 親貞,Noggin,Grover Noggin,1567
162-4,りんのうじ,コンドル島,"イタリア
(ガチャ: 赤 )",林,FW,,135,109,54,51,51,53,62,52,49,53,つちだるま (C),ひとりワンツー,カンガルーキック,アストロゲート (C),rinnouji,,りんのうじ らいご,輪王寺 頼吾,Peddler,Avid Peddler,1568
162-5,るい,愛媛,"関西 愛媛
(ガチャ: 赤 )",風,MF,,94,118,54,60,54,60,52,56,57,29,しっぷうダッシュ,バックトルネード (B),オオウチワ,ドラゴントルネード,rui,,るい あらう,流衣 洗,Creasey,Mike Creasewell,1569
162-6,ルチャ,ウミヘビ島,"イギリス
(ガチャ: 青レア )",山,DF,16,140,99,56,76,67,73,57,42,55,14,ドッペルゲンガー V3,ちょうわざ!,ひとりワンツー,ブレードアタック,rucha,,あまかける るちゃ,天駆 流智也,Lucenzo,Dorian Lucenzo,1570
162-7,ルル,アルゼンチン,人脈システム,風,FW,,96,123,66,53,57,69,66,53,53,15,イナズマおとし (B),ブレードアタック,プリマドンナ,トカチェフボンバー (C)(LV50),ruru,,せがわ るる,瀬川 流留,Chaparon,Carys Chaparon,1571
162-8,れいぜい,なし,とくしゅ（オーガ）,風,DF,,103,117,49,52,51,49,62,53,51,58,たまのりピエロ,こがらし,どくぎりのじゅつ,ざんぞう,reizei,,れいぜい りきひと,冷泉 力人,Pentam.,Ian Bick,1572
162-9,れいぜん,イギリス,人脈システム,林,DF,,94,114,45,55,53,51,59,58,57,32,コイルターン,ワイバーンクラッシュ,スピニングカット (B),バーバリアンのたて (B),reizen,,れいぜん すい,冷泉 錐,Coldstair,Percy Coldstair,1573
162-10,レース,ブラジル,ミニバトル,火,GK,5,124,78,50,49,43,50,85,80,46,12,プレッシャーパンチ,パワーチャージ,ライトニングアクセル,ストームライダー (LV41),reーsu,,えふ はじめ,江府 一,Dupree,Graham Dupree,1574
163-1,レオ,コンドル島,"イタリア
(ガチャ: 赤レア )",林,FW,18,118,99,63,65,56,53,56,56,57,16,シュートプラス,こうていペンギン2ごう V3,サザンクロスカット,こうていペンギン1ごう,reo,,ししたに ねめや,獅子谷 音目矢,Maine,Leo Maine,1575
163-2,レックウ,なし,とくしゅ（オーガ）,風,FW,,108,97,39,77,77,77,62,41,66,29,フラッシュアッパー,スーパーエラシコ,オーディンソード (C),むげんのかべ,rekkuu,,あらがき れっくう,荒垣 裂空,Windrush,Zip Windrush,1576
163-3,レックス,ウミヘビ島,ミニバトル,火,GK,,132,109,63,66,60,75,48,52,68,10,ゆがむくうかん,クリティカル！,まきわりチョップ,バーンアウト,rekkusu,,すうぷ レックス,枢布 レックス,Provolone,Wesley Provolone,1577
163-4,レッド,奈良,"関西 愛媛
(ガチャ: 黄レア )",火,FW,,110,108,66,52,56,57,53,56,67,41,ネバーギブアップ,あびせげり (C),ダイナマイトシュート (C),クロスファイア,reddo,,あかそら まさひろ,赤空 真宏,Red,Teal Redsky,1578
163-5,レッドＤ,大阪,"関西 愛媛
(ガチャ: 青レア )",火,FW,12,115,101,67,51,53,51,53,54,46,52,サイコショット,フリーズショット,ダークトルネード (B),ファイアブリザード,reddoＤ,,わき けいいちろう,和木 圭一郎,Red D,Grant Stodgell,1579
163-6,レッドＳ,大阪,"関西 愛媛
(ガチャ: 赤 )",火,FW,,107,126,67,54,51,53,52,56,44,56,スパイラルショット,レインボーループ (L),シャインドライブ,アトミックフレア (B),reddoＳ,,せんこうじ しゅういち,閃光寺 修一,Red S,Gary Primo,1580
163-7,れっぷう,北東京,"稲妻商店街
(ガチャ 赤レア )",火,GK,,111,91,48,51,56,46,53,56,57,53,ねっけつパンチ,フルパワーシールド,れっぷうダッシュ,フラッシュアッパー,reppuu,,れっぷう かねみち,烈風 金道,Gale,Sam Gale,1581
163-8,レポ,沖縄,"福岡 沖縄
(ガチャ: 赤 )",山,MF,,104,118,57,51,54,51,52,54,53,51,モンキーターン,ムーンサルト,ブレードアタック,マッドエクスプレス,repo,,おうら れいほ,尾浦 玲歩,Goss,Isaac Goss,1582
163-9,れんだい,沖縄,"福岡 沖縄
(ガチャ: 赤 )",風,DF,,109,113,51,53,56,53,51,57,51,70,コイルターン,スーパースキャン,イケメンUP！,トライアングルＺ,rendai,,れんだい ふみむね,蓮台 文宗,Waymire,Wally Waymire,1583
163-10,ローマ,イタリア,"イタリア
(ガチャ: 赤レア )",火,GK,18,124,102,54,56,57,56,53,56,53,25,スワンダイブ,ねっけつヘッド,れっぷうダッシュ,ドこんじょうキャッチ,roーma,,らま ひさてる,羅馬 久輝,Montague,Romeo Montague,1584
164-1,ろくた,北東京,ミニバトル,林,GK,5,126,96,57,51,53,60,42,60,54,62,キラーブレード,ロケットこぶし,スピニングカット (B),セーフティプロテクト,rokuta,,ろくた かんじ,録田 寛治,Nalist,Joe Nalist,1585
164-2,ロココ,-,とくしゅ,山,GK,,102,132,58,50,57,85,55,69,73,11,タマシイ・ザ・ハンド,ゴッドハンドX,Xブラスト,ブレードアタック,rokoko,1,ロココ・ウルパ,,Helio,Hector Helio,1586
164-3,ろっこう,大阪,ミニバトル,風,FW,,120,109,56,62,62,56,65,60,62,16,ダークトルネード (B),オーロラドリブル,ダッシュストーム,ドこんじょうバット (B),rokkou,,ろっこう あらし,六甲 嵐,Erin,Nev Erin,1587
164-4,ロデオ,アメリカ,人脈システム,林,FW,,119,102,63,57,56,57,53,55,56,14,スピニングシュート (C),ペガサスショット (C),ガンショット,トライペガサス,rodeo,,うまのり ろでお,馬乗 炉出雄,Rodeo,Bucky Colt,1588
164-5,ロボット,北東京,"稲妻商店街
(ガチャ: 青 )",山,GK,,122,105,45,47,47,46,46,44,45,101,タフネスブロック,ロケットこぶし,ダブルロケット,ゴールずらし,robotto,3,ろぼとう にはち,路母東 二八,Otts,Rob Otts,1589
164-6,ろぼてくす,ヤマネコ島,"アルゼンチン
(ガチャ: 赤 )",風,DF,16,133,103,49,53,53,53,51,48,58,61,スーパースキャン,スーパースキャン,フォトンフラッシュ,ダブルロケット,robotekusu,1,ろぼて くすみ,炉保手 楠美,Androïde,Simon Borg,1590
164-7,ロング,北海道,"北海道
(ガチャ: 赤 )",火,MF,10,109,114,56,63,66,53,55,48,51,49,すいせいシュート (L),ドこんじょうクラブ (L),レインボーループ (L),トリプルブースト (L),rongu,4,ろんぐ ふねお,論具 船和,Boatwright,Gunnar Boatwright,1591
164-8,ロンリー,ヤマネコ島,"アルゼンチン
(ガチャ 青 )",風,MF,16,92,132,51,56,51,48,50,46,62,62,ひとりワンツー,フォトンフラッシュ,ドラゴントルネード,ヒートタックル 改,ronriー,,ろんり まとお,論理 的雄,Glacial,Indy Ferrante,1592
