page_order,name_ja,zone_name,obtention_desc,attri,positi,lv,GP,TP,kick,body,control,guard,speed,stamina,guts,freedom,h1,h2,h3,h4,name_romanji,body_type,full_ja,kanji_ja,name_en,full_en,id
,ゆうこく,,,林,FW,,105,135,62,64,56,48,60,62,63,16,かみかくし (C),ファントムシュート (C),アストロブレイク,デスゾーン (Lv53),yuukoku,,ゆうこく ひろゆき,幽谷 博之,Talisman,Johan Tassman,1638
,れいげん,,,風,MF,,101,112,55,62,51,52,56,65,62,26,おんりょう,のろい,ガニメデプロトン,たつまきどくぎり,reigen,1,れいげん みちひさ,霊幻 道久,Jiangshi,Ray Mannings,1639
,アライグマ,,,林,DF,,120,106,53,53,53,44,51,68,47,41,スーパーアルマジロ,グレネードショット,アルマジロサーカス,うしろのしょうめん,araiguma,4,あらいがわ くまみ,荒井川 熊巳,Raccoon,Rocky Rackham,1640
,イノシシ,,,火,GK,,124,128,48,64,50,69,60,54,62,36,リカバリー,ワイルドクロー,ちゃぶだいがえし,バーンアウト,inoshishi,4,いのくち ひょうご,猪口 兵吾,Boar,Charlie Boardfield,1641
,ウシ,,,火,GK,,126,129,41,68,48,77,31,51,64,31,ばくれつパンチ,タフネスブロック,ワイルドクロー,ギガントウォール,ushi,4,うしお くうや,牛尾 空也,Bullford,Chad Bullford,1642
,カエル,,,林,DF,,97,94,61,52,48,48,54,57,50,24,フーセンガム,ワープドライブ,フェイクボンバー,くものいと,kaeru,,かえるだ たつひと,蛙田 達士,Toad,Peter Johnson,1643
,カメレオン,,,風,MF,,112,101,46,47,49,60,57,60,48,33,イケメンUP!,クイックドロウ,とうめいフェイント,ミラージュシュート (C),kamereon,,かめ レオン,香芽 レオン,Chameleon,Cham Lion,1644
,コアラ,,,林,MF,,97,117,54,49,57,51,48,51,49,36,ターザンキック (C),モンキーターン,ラン･ボール･ラン,イリュージョンボール,koara,1,こあら のぼる,小荒 登,Koala,Alan Coe,1645
,ゴリラ,,,山,FW,,121,94,78,66,41,64,48,52,67,13,リカバリー,ターザンキック (C),スーパーアルマジロ,パワーチャージ,gorira,3,ごり しんご,五利 真吾,Gorilla,Gary Lancaster,1646
,サカナ,,,林,DF,,113,113,52,64,51,51,46,69,51,24,クイックドロウ,スピニングカット (B),ツナミブースト (L),ウォーターベール,sakana,1,うおすみ たくと,魚住 拓人,Fishman,Wilson Fishman,1647
,サル,,,風,MF,,108,96,54,64,56,48,53,52,54,25,モンキーターン,ターザンキック (C),カンガルーキック,ムーンサルト,saru,,さるた のぼる,猿田 登,Monkey,Bruce Monkey,1648
,チーター,,,風,FW,,99,112,59,47,69,46,84,42,47,58,ターザンキック (C),サザンクロスカット,ダイナマイトシュート (C),ぶんしんシュート (C),chiーtaー,,すいぜんじ ちいた,水前寺 馳威太,Cheetah,Adrian Speed,1649
,ニワトリ,,,火,MF,,104,101,52,44,56,46,64,67,54,45,ダッシュアクセル,ほのおのかざみどり (L),カマイタチ,ブーストグライダー,niwatori,1,とりい りょうた,鶏井 亮太,Chicken,Hugo Tallgeese,1650
,ネズミ,,,山,MF,,113,94,42,50,52,44,79,54,45,50,フェイクボール,ごりむちゅう,レインボーループ (L),ざんぞう,nezumi,,ねず みつお,根津 光夫,Mouseman,Matt Mouseman,1651
,パンダ,,,火,FW,,115,124,56,53,48,58,52,55,46,42,キラースライド,ジャッジスルー,クンフーヘッド,アルマジロサーカス,panda,,ぱん たけお,判 竹夫,Panda,Philip Anders,1652
,ヘビ,,,林,FW,,106,123,55,63,62,49,55,65,45,24,スネークショット (C),ジグザグスパーク,クロスドライブ (C),ライトニングアクセル,hebi,,へびまる しょうま,蛇丸 彰真,Snake,Harry Snake,1653
,ライオン,,,山,DF,,138,109,78,52,42,64,51,54,58,39,スーパーアルマジロ,ホーントレイン (B),モグラシャッフル,ビーストファング,raion,4,ししおう こう,獅子王 吼,Lion,Leonard O'Shea,1654
,ワシ,,,風,MF,,117,120,56,68,67,49,68,53,68,25,コンドルダイブ (C),ホークショット (B),カマイタチ,イーグルバスター (L),washi,,おおわし せいじ,大鷲 誠次,Eagle,Steve Eagle,1655
,あらた,ガチャ,,火,FW,,121,125,57,58,70,52,62,60,55,21,イケメンUP！,グングニル (L),ファイアトルネード (C),ばくねつストーム,arata,,しもずる あらた,下鶴 改,Turner,Neil Turner,1656
,いわお,,,火,MF,,106,104,56,46,63,48,48,52,52,44,ジャッジスルー２,パトリオットシュート (L),スーパースキャン,スリングショット,iwao,,てらかわ いわお,寺川 巌,Rock,Tyron Rock,1657
,きょう,,,山,DF,,127,95,50,62,52,48,52,57,51,41,スーパースキャン,ダイナマイトシュート,スーパースキャン,マッドエクスプレス,kyou,3,むろぶし きょう,室伏 恐,Marvel,Philip Marvel,1658
,けい,,,林,MF,,101,118,47,53,53,60,62,48,47,30,スーパースキャン,サイコショット,スーパースキャン,ガンショット,kei,,ふじまる けい,藤丸 啓,Tell,Francis Tell,1659
,しん,,,林,MF,,107,109,49,53,64,51,50,53,49,34,スーパースキャン,サイコショット,スーパースキャン,ツインブーストF,shin,,おおべ しん,大部 信,Kind,Victor Kind,1660
,せり,,,風,FW,,120,113,55,54,50,49,55,58,46,48,サイコショット,スーパースキャン,スーパースキャン,ダブル･ジョー,seri,,やまぎし せり,山岸 迫,Seller,Jonathan Seller,1661
,たけし,,,林,GK,,137,131,56,69,58,76,68,50,52,32,ネバーギブアップ,シュートポケット,ダブルロケット,ドリルスマッシャー,takeshi,,すぎもり たけし,杉森 威,Feldt,Thomas Feldt,1662
,つづき,,,風,MF,,103,137,56,48,47,55,50,46,60,35,スーパースキャン,メテオアタック,ドこんじょうキャッチ,メガネクラッシュ (C),tsuzuki,,つづき しずか,都築 静,Stiller,Patrick Stiller,1663
,つよし,,,火,DF,,112,121,48,46,50,57,47,55,68,31,スーパースキャン,スーパースキャン,サイコショット,アサルトシュート,tsuyoshi,,はなおか つよし,花岡 強,Stronger,Terry Stronger,1664
,ながとも,,,火,FW,,109,101,58,49,54,50,55,58,46,34,パトリオットシュート (L),キラースライド,ジャッジスルー,ドこんじょうクラブ (L),nagatomo,,ながとも そう,長友 喪,Mooney,Clive Mooney,1665
,のり,,,林,DF,,113,110,47,47,48,60,48,71,50,34,スーパースキャン,スーパースキャン,プロファイルゾーン,アースクェイク,nori,4,いなだ のり,稲田 則,Good,Noel Good,1666
,ばく,,,火,MF,,115,98,55,67,52,49,48,50,49,46,リカバリー,ジャッジスルー２,スーパースキャン,ガニメデプロトン,baku,,さんごう ばく,山郷 暴,Busta,Samuel Buster,1667
,ひらお,,,山,MF,,110,113,55,52,45,58,46,44,67,39,サイコショット,メテオシャワー,スーパースキャン,パトリオットシュート (L),hirao,,ひらお じん,平生 仁,Oughtry,Charles Oughtry,1668
,ましも,,,林,GK,,122,105,44,40,40,69,48,61,70,37,シュートポケット,スーパースキャン,スーパースキャン,トリプルディフェンス,mashimo,,ましも とぼし,真下 乏,Under,Reg Underwood,1669
,みずぶち,,,林,DF,,98,101,48,64,51,52,45,64,45,15,しこふみ,スーパースキャン,パトリオットシュート (L),アイアンウォール (B),mizubuchi,4,みずぶち なし,水淵 無,Waters,Neil Waters,1670
,ゆう,,,風,DF,,109,112,52,59,48,47,61,57,48,39,スーパースキャン,パトリオットシュート (L),スーパースキャン,とうめいフェイント,yuu,1,ひろやま ゆう,弘山 誘,Leading,Harry Leading,1671
,アーケード,,,林,FW,,118,104,57,57,55,56,52,47,53,28,みんなイケイケ！,ごりむちゅう,クロスドライブ (C),ドこんじょうバット (B),aーkeーdo,,あけいど たつひと,明井戸 達人,Arcade,Theodore Master,1672
,アイドル,,,山,GK,,101,141,60,58,54,55,58,65,47,23,ラッキー！,ゴールずらし,ドこんじょうキャッチ,イジゲン･ザ･ハンド,aidoru,4,あいどる そう,相戸留 捜,Idol,Sam Idol,1673
,オンライン,,,林,FW,,96,105,54,56,64,62,55,44,49,25,ごりむちゅう,スーパースキャン,スーパースキャン,デザートストーム,onrain,,おんら いつき,御良 一輝,Online,Josh Spear,1674
,きうち,,,風,MF,,117,105,54,56,55,52,53,48,59,29,ごりむちゅう,コイルターン,ストーンプリズン,パトリオットシュート (L),kiuchi,1,きうち つとむ,木内 努,Signalman,Ham Signalman,1675
,ゲームき,,,火,FW,,105,108,58,60,59,52,55,45,59,28,ドこんじょうバット (B),ごりむちゅう,フェイクボンバー,シャインドライブ,geーmuki,,げいむ このむ,芸夢 好武,Gamer,Gus Gamer,1676
,コスプレ,,,山,DF,,107,128,59,52,56,58,56,40,62,30,ドこんじょうバット (B),スーパーしこふみ (B),ライアーショット,イカサマ！,kosupure,4,かりさわ そう,仮沢 装,Cosplay,Spencer Gates,1677
,じさくは,,,風,FW,,112,120,58,62,52,61,54,47,59,49,ラッキー！,イケメンUP！,ごりむちゅう,イナズマおとし (B),jisakuha,,おのとも はる,自作 派流,Custom,Gaby Farmer,1678
,せいゆう,,,風,DF,,100,117,48,55,60,53,46,50,47,41,フェイクボール,しっぷうダッシュ,スーパースキャン,エコーボール,seiyuu,1,せいも さくた,声模 索太,Vox,Mike Vox,1679
,てっちゃん,,,火,DF,,98,116,61,60,53,56,52,41,54,37,フェイクボール,サイコショット,ジグザグスパーク,マッドエクスプレス,tecchan,,すじみち てつお,筋路 鉄雄,Train,Marcus Train,1680
,とうま,,,火,GK,,120,98,53,63,61,72,48,28,49,30,スワンダイブ,ドラゴンクラッシュ (C),プレッシャーパンチ,フラッシュアッパー,touma,,とうま そうた,闘馬 草太,Eldorado,Grant Eldorado,1681
,ネット,,,林,DF,,116,114,46,62,54,52,49,59,49,38,スーパースキャン,のろい,ヘビーベイビー (B),クロスドライブ (C),netto,,ねっと さぐり,熱斗 探李,Net,Ollie Webb,1682
,ノベル,,,林,MF,,94,124,60,55,56,58,61,57,48,26,イカサマ！,ドこんじょうバット (B),フェイクボール,ホエールガード,noberu,,のべる らいと,野部流 来人,Novel,Light Nobel,1683
,ヒーロー,,,火,MF,,123,107,62,62,61,55,56,50,71,22,ネバーギブアップ,フェイクボール,すいせいシュート (L),ジ･アース,hiーroー,,むてき ひでお,無敵 英雄,Hero,Walter Valiant,1684
,フィギュア,,,山,DF,,99,123,54,58,61,45,46,48,48,26,ドッペルゲンガー,タフネスブロック,くものいと,デュアルストライク,figyua,3,ぞうけい さくお,造形 製雄,Formby,Bill Formby,1685
,まんがか,,,風,FW,,109,121,52,56,58,63,53,51,64,21,ごりむちゅう,ドこんじょうクラブ (L),ドッペルゲンガー,パラディンストライク (C),mangaka,,まんが もえ,漫画 萌,Artist,Mark Gambling,1686
,ロボ,,,風,MF,,114,126,60,60,52,58,54,41,51,34,ごりむちゅう,ドこんじょうバット (B),コイルターン,ツインブースト,robo,1,ろぼ ごうき,呂簿 合機,Robot,A. Woodbridge,1687
,えな,,,風,FW,,105,125,53,60,52,61,54,52,53,28,グレネードショット,キラースライド,ジャッジスルー,ツインブーストF,ena,,えな かずき,恵那 和樹,Tomlinson,Cliff Tomlinson,1688
,おおくす,,,山,FW,,125,120,61,53,57,52,47,54,46,66,ネバーギブアップ,ならくおとし,ホークショット (B),すいせいシュート (L),ookusu,,おおくす せいじ,大楠 星士,Ingham,Steve Ingham,1689
,ごじょう,,,林,DF,,118,128,62,52,70,62,63,60,52,10,キラースライド,ぶんしんフェイント,スーパースキャン,シグマゾーン (Lv49),gojou,,ごじょう まさる,五条 勝,Martin,Gus Martin,1690
,さきやま,,,火,MF,,117,124,51,71,67,52,68,54,62,9,イカサマ！,ジャッジスルー2,ひゃくれつショット (C),ジャッジスルー3 (Lv52),sakiyama,3,さきやま しゅうじ,咲山 修二,Bloom,John Bloom,1691
,しぶき,,,風,MF,,126,121,53,52,54,56,52,60,44,54,ムーンサルト,たつまきせんぷう,アルマジロサーカス,クンフーヘッド,shibuki,,しぶき しょうだい,渋木 翔大,Potts,Barry Potts,1692
,じもん,,,林,FW,,111,121,60,55,68,68,52,61,64,4,イカサマ！,キラースライド,ダブルサイクロン,にひゃくれつショット (B),jimon,,じもん だいき,寺門 大貴,Hatch,Daniel Hatch,1693
,だいでん,,,山,DF,,130,108,54,64,59,71,44,63,62,18,ジャイアントスピン (B),アースクェイク,リフレクトバスター,グランドクェイク (B)(Lv),daiden,3,おおの でんすけ,大野 伝助,Drent,Peter Drent,1694
,どうめん,,,風,MF,,122,124,45,56,76,59,69,60,61,10,イカサマ！,フーセンガム,ぶんしんフェイント,デスゾーン２ (Lv),doumen,1,どうめん しゅういちろう,洞面 秀一郎,Swing,Derek Swing,1695
,なるかみ,,,風,MF,,120,124,60,64,58,69,59,62,66,2,キラースライド,イリュージョンボール,オフェンスフォース,エコーボール,narukami,,なるかみ けんや,成神 健也,Master,Alan Master,1696
,ばんじょう,,,林,DF,,124,120,58,63,62,60,59,55,69,7,ジャッジスルー,サイクロン,ドッグラン,ダブルサイクロン,banjou,,ばんじょう かずみち,万丈 一道,Simmons,Ben Simmons,1697
,ひょうどう,,,林,GK,,108,130,58,55,63,62,65,62,55,8,パワーシールド,フルパワーシールド,アースクェイク,ビックスパイダー,hyoudou,3,ひょうどう ゆうへい,兵藤 雄平,Carlton,Bob Carlton,1698
,へんみ,,,風,MF,,120,121,62,60,72,59,65,57,52,6,キラースライド,ジャッジスルー2,フリーズショット,グラディウスアーチ (L)(Lv),henmi,,へんみ わたる,辺見 渡,Waldon,Herman Waldon,1699
,むくもと,,,風,FW,,112,118,54,57,70,63,53,56,55,14,ジャッジスルー,スパイラルショット,にひゃくれつショット (B),コロドラシュート,mukumoto,1,むくもと けい,椋本 圭,Lawrenson,Jim Lawrenson,1700
,いでうら,,,林,MF,,104,107,58,61,69,55,59,57,54,8,トカチェフボンバー (C),ツインブースト,ハーヴェスト,じごくぐるま,ideura,,いでうら きよもり,出浦 清盛,Trops,Cal Trops,1701
,かとう,,,山,DF,,115,102,52,58,62,62,55,61,54,12,しこふみ,コンドルダイブ (C),メテオアタック,メテオシャワー,katou,4,かとう だん,加藤 段,Hopper,Dan Hopper,1702
,きど,,,風,GK,,103,129,53,60,52,68,52,68,52,16,タフネスブロック,こがらし,つむじ,ちゃぶだいがえし,kido,,きど やもん,城戸 弥門,Castle,Kevin Castle,1703
,きりがくれ,ガチャ,,火,FW,,122,122,52,61,61,54,60,68,55,27,スピードフォース,ざんぞう,ぶんしんディフェンス,ほのおのかざみどり (L)(Lv.55),kirigakure,,きりがくれ さいじ,霧隠 才次,Cloak,Sail Bluesea,1704
,こうが,,,風,MF,,102,109,53,63,59,56,47,65,60,17,ぶんしんフェイント,まぼろしドリブル,ドッペルゲンガー,ぶんしんシュート (C),kouga,,こうが げん,甲賀 幻,Star,Jez Shell,1705
,こうさか,,,風,DF,,104,113,55,62,60,53,54,63,61,24,かげぬい,くものいと,カマイタチ,ぶんしんシュート (C),kousaka,,こうさか じん,高坂 仁,Hillfort,Jim Hillfort,1706
,ゴエモン,,,火,DF,,116,107,54,53,57,56,55,58,63,16,スーパーしこふみ (B),かげぬい,モグラフェイント,モグラシャッフル,goemon,3,いしかわ ごえた,石川 五衛太,Bandit,Finn Stoned,1707
,さるとび,,,風,MF,,102,114,56,58,53,56,69,68,59,9,モンキーターン,れっぷうダッシュ,ざんぞう,ムーンサルト,sarutobi,1,さるとび さのすけ,猿飛 佐之助,Cleats,Jupiter Jumper,1708
,じらいや,,,山,DF,,122,110,63,60,63,62,54,57,60,15,しこふみ,たつまきどくぎり,かげぬい,じごくぐるま,jiraiya,4,じらいや がますけ,児雷也 蟇助,Thunder,Galen Thunderbird,1709
,たきがわ,,,風,MF,,111,105,56,56,52,63,64,55,62,6,くものいと,ざんぞう,とうめいフェイント,かげぬい,takigawa,,たきがわ かずま,滝川 一馬,Spook,Winston Falls,1710
,はちや,,,風,FW,,117,116,62,56,56,53,60,54,57,7,ぶんしんシュート (C),しっぷうダッシュ,あいきどう,ざんぞう,hachiya,,はちや やさぶろう,鉢屋 也三郎,Ronin,John Reynolds,1711
,はつとり,,,林,MF,,103,114,60,55,59,44,60,60,56,20,ざんぞう,にひゃくれつショット (B),しっぷうダッシュ,かごめかごめ,hatsutori,,はつとり はんぞう,初鳥 伴三,Hattori,Hank Sullivan,1712
,ふうま,,,山,MF,,105,126,60,56,60,57,54,68,61,28,イケメンUP!,くものいと,ハリケーンアロー,たつまきおとし (C),fuuma,,ふうま こへいた,風魔 小平太,Code,Phil Wingate,1713
,ふじばやし,,,山,DF,,124,129,62,61,56,60,55,60,63,24,かげぬい,ごりむちゅう,ぶんしんディフェンス,ガンショット,fujibayashi,,ふじばやし ながと,藤林 長門,Crackshot,Newton Flust,1714
,ももち,,,林,GK,,100,138,53,59,46,73,52,55,62,16,ちょうわざ！,つむじ,ぶんしんブロック,ふうじんのまい (Lv62),momochi,,ももち さんた,百地 三太,Hood,Morgan Sanders,1715
,やぎゅう,,,林,FW,,112,121,62,60,60,60,56,60,53,15,ぶんしんシュート (C),あびせげり,かげぬい,ほのおのかざみどり (L),yagyuu,,やぎゅう じゅうろう,柳生 十郎,Samurai,Sam Samurai,1716
,あやの,,,火,GK,,128,114,50,53,60,73,53,64,77,4,ネバーギブアップ,まきわりチョップ,むげんのかべ,いかりのてっつい,ayano,,あやの ゆういち,綾野 勇一,Greeny,Albert Green,1717
,いくい,,,林,MF,,139,104,42,55,63,76,53,60,55,5,モグラシャッフル,シャインドライブ,サイクロン,スピニングカット (B),ikui,,いくい しょうじ,育井 庄児,Mother,Ike Steiner,1718
,いぬかい,,,風,DF,,131,107,48,62,57,75,54,60,56,9,クイックドロウ,うしろのしょうめん,モンキーターン,ダブルサイクロン,inukai,1,いぬかい しげき,犬飼 茂樹,Howells,Rolf Howells,1719
,おおごい,,,火,MF,,135,108,71,40,46,72,62,66,71,3,クンフーヘッド,カマイタチ,ワイルドクロー,つうてんかくシュート (C),oogoi,,おおごい のぼる,大鯉 昇,Spray,Orville Newman,1720
,くさお,,,山,GK,,126,108,46,56,41,72,62,61,60,25,まきわりチョップ,こがらし,ちゃぶだいがえし,クンフーヘッド,kusao,4,くさお ひさし,草生 久志,Mower,Lorne Mower,1721
,しおたに,,,火,DF,,133,108,49,60,62,79,52,70,56,4,ハーヴェスト,つちだるま (C),うしろのしょうめん,むげんのかべ,shiotani,,しおたに ヒロ,塩谷 ヒロ,Sherman,Herb Sherman,1722
,すみの,,,山,DF,,134,105,42,56,52,77,58,68,61,11,うしろのしょうめん,くものいと,クンフーヘッド,ノーエスケイプ,sumino,,すみの えいすけ,炭野 詠輔,Hayseed,Seward Hayseed,1723
,せりざわ,,,林,DF,,135,102,44,57,54,70,54,65,60,19,うしろのしょうめん,しっぷうダッシュ,クンフーアタック (B),かごめかごめ,serizawa,1,せりざわ かずのり,芹沢 和憲,Work,Kent Work,1724
,だいち,,,風,MF,,128,108,53,52,53,72,60,62,72,4,モグラフェイント,ラン･ボール･ラン,つちだるま (C),ガイアブレイク,daichi,,ねがみ だいち,根上 大地,Dawson,Daniel Dawson,1725
,たぬしまる,,,林,FW,,139,110,50,52,58,70,62,59,68,5,シャインドライブ,カマイタチ,スピードプラス,しっぷうダッシュ,tanushimaru,,たぬしまる しげき,田主丸 茂樹,Muffs,Stuart Racoonfur,1726
,はらの,,,山,MF,,137,105,59,58,52,66,61,61,70,4,ラン･ボール･ラン,たつまきせんぷう,シャインドライブ,カンガルーキック,harano,,はらの とおる,原野 徹,Roast,Tom Walters,1727
,ふくい,,,林,DF,,132,108,47,57,44,73,56,63,54,17,しこふみ,ホーントレイン (B),ドこんじょうバット (B),ハーヴェスト,fukui,4,ふくい さくへい,福井 咲平,Lively,Luke Lively,1728
,ふじ,,,風,DF,,133,118,52,56,51,70,59,64,53,19,スネークショット (C),くものいと,ターザンキック (C),カマイタチ,fuji,,ふじ ちひろ,富士 地洋,Nevis,Ben Nevis,1729
,まきや,,,山,DF,,134,108,40,56,52,79,63,66,53,27,ジャイアントスピン (B),ハーヴェスト,アースクェイク,むげんのかべ,makiya,3,まきや ひろし,牧谷 寛,Hillvalley,Mark Hillvalley,1730
,やまね,,,山,DF,,137,106,40,54,54,68,56,63,56,17,カマイタチ,ハーヴェスト,スピニングカット (B),オオウチワ,yamane,,やまね よう,山根 羊,Milky,Joe Small,1731
,よねやま,,,山,DF,,132,106,53,53,44,76,61,68,61,11,モグラフェイント,うしろのしょうめん,デザートストーム,カマイタチ,yoneyama,,よねやま うえひと,米山 植人,Grower,Homer Grower,1732
,いしい,,,風,DF,,120,104,52,48,52,43,52,55,52,69,バックトルネード (B),スピニングカット (B),サイクロン,イナズマ1号 (B),ishii,,いしい せいき,石井 清気,Wells,Peter Wells,1733
