page_order,name_ja,zone_name,obtention_desc,attri,positi,lv,GP,TP,kick,body,control,guard,speed,stamina,guts,freedom,h1,h2,h3,h4,name_romanji,body_type,full_ja,kanji_ja,name_en,full_en,id
83-1,だいこく,南東京,"大江戸国際空港
(ガチャ: 青 )",山,FW,,116,100,53,56,56,56,55,54,56,56,つちだるま (C),ごりむちゅう,カマイタチ,アストロゲート (C),daikoku,,だいこく ひろき,大黒 弘樹,Ivore,Herb Ivore,804
83-2,タイセイ,-,とくしゅ（オーガ）,山,MF,,130,98,80,81,43,53,56,66,66,25,ボルケイノカット (B),アトミックフレア (B),ネオ・ギャラクシー,イグナイトスティール,taisei,,いわやま たいせい,岩山 大聖,Steady,Eddy Steady,805
83-3,だいだ,クジャク島,"アメリカ
(ガチャ: 赤 )",山,MF,,120,95,47,36,36,51,59,53,51,82,ドッペルゲンガー,ファイアトルネード (C),ざんぞう,ドこんじょうバット (B),daida,,だいた ひでお,代田 日出夫,Bonesteel,Lamar Bonesteel,806
83-4,だいてつ,京都,ミニバトル,火,MF,,129,95,53,56,45,56,56,66,53,38,しこふみ,ザ・ウォール (B),アイアンウォール (B),じごくぐるま,daitetsu,3,だいてつ しげる,大鉄 茂,Steele,Manny Steele,807
83-5,だいふく,イギリス,"イギリス
(ガチャ: 青 )",林,FW,,126,93,54,59,48,60,51,61,52,24,うしろのしょうめん,オオウチワ,トカチェフボンバー (C),レボリューションＶ,daifuku,4,だいふく しょうすけ,大福 笑介,Dupp,Stan Dupp,808
83-6,だいまる,ヤマネコ島,"アルゼンチン
(ガチャ: 青 )",山,FW,,124,101,54,51,57,63,52,57,56,52,プラネットシールド,ターザンキック (C),ガニメデプロトン,モグラシャッフル,daimaru,3,だいまる とうし,大丸 遠,Hawking,Lincoln Hawking,809
83-7,だいもんじ,北東京,ミニバトル,林,GK,5,118,88,44,50,52,47,56,46,47,81,キラーブレード,ヒートタックル,じばしりかえん,フルパワーシールド,daimonji,,だいもんじ あやひと,大文字 文人,Tingle,Tex Tingle,810
83-8,たいら,イギリス,"イギリス
(ガチャ:) 赤",林,FW,,118,103,51,47,50,56,65,59,58,38,シュートプラス,ひゃくれつショット (C),ダークトルネード (B),デュアルストライク (LV57),taira,,たいら かずひと,平 和人,Yielding,Evan Yielding,811
83-9,タウルス,コンドル島,"イタリア
(ガチャ: 黄 )",火,FW,,124,96,66,65,57,57,53,65,56,11,ヒートタックル,シュートプラス,スーパーしこふみ (B),マッドエクスプレス,taurusu,3,おうし ばらん,牡牛 羽乱,Taurius,Noel Taurius,812
83-10,タエミー,北東京,"稲妻商店街
(ガチャ: 赤 )",林,GK,,90,127,58,53,56,56,46,57,51,26,ゆがむくうかん,ロケットこぶし,ジグザグスパーク,ワームホール,taemiー,,せた たえみ,世田 妙美,Musetta,Odette Musetta,813
84-1,たお,北海道,"北海道
(ガチャ:) 赤",火,DF,,127,114,60,53,51,58,38,60,36,70,ブレードアタック,ざんぞう,サイクロン,れっぷうダッシュ,tao,,たお だいじろう,田尾 大二郎,Croon,Curtis Croon,814
84-2,タカ,クジャク島,"アメリカ
(ガチャ: 赤 )",風,GK,,93,123,47,50,46,61,48,45,49,77,シュートポケット,マジン・ザ・ハンド,フェイクボンバー,せいぎのてっけん,taka,1,たかきり がい,鷹桐 凱,Club,Fane Club,815
84-3,たかお,北海道,"北海道
(ガチャ: 黄 )",山,FW,,118,97,45,53,55,57,59,58,51,34,ターザンキック,ドラゴングランド,ひとりワンツー,グランドクェイク (B),takao,,たかお みのる,高雄 みのる,Hillary,Monty Hillary,816
84-4,たかおか,北東京,"稲妻商店街
(ガチャ: 青 )",火,FW,8,118,102,45,55,51,57,59,58,56,34,スーパーアルマジロ,クルクルヘッド (C),クンフーヘッド,ドこんじょうクラブ (L),takaoka,3,たかおか のりひと,高岡 憲史,Hammer,Jak Hammerslam,817
84-5,たかがも,-,とくしゅ,林,MF,,120,98,53,65,50,48,56,50,54,35,どくぎりのじゅつ,ワームホール,シグマゾーン,ドッペルゲンガー,takagamo,,たかがも ふさお,高鴨 房生,Ecks,Asif Ecks,818
84-6,たかぎ,大阪,ミニバトル,林,DF,,121,93,48,54,54,54,61,56,54,44,ホーントレイン,フリーズショット,フェイクボール,フローズンスティール,takagi,,たかぎ さだひと,高城 貞人,Eisback,Tim Eisback,819
84-7,たかさき,福岡,"福岡 沖縄
(ガチャ: 黄 )",風,MF,,119,98,60,47,60,44,57,60,48,62,エコーボール,ヒートタックル,くものいと,クンフーアタック (B),takasaki,1,たかさき まさひこ,高崎 雅彦,Immy,Tate Immy,820
84-8,たかさわ,ウミガメ島,"ブラジル
(ガチャ: 赤 )",林,MF,,101,126,57,60,51,62,57,56,55,24,クイックドロウ,ひとりワンツー,れっぷうダッシュ,グラビテイション (B),takasawa,,たかさわ かすき,高沢 一樹,Pendexter,Biron Pendexter,821
84-9,たがしら,北東京,"稲妻商店街
(ガチャ: 赤 )",山,MF,8,94,114,50,52,48,51,45,50,45,91,たつまきせんぷう,ダイナマイトシュート (C),フーセンガム,ガンショット,tagashira,1,たがしら ともよし,田頭 友好,Timing,Egon Timing,822
84-10,たかすぎ,南東京,"大江戸国際空港
(ガチャ: 青レア )",林,DF,8,120,93,55,58,65,58,46,51,53,44,フォトンフラッシュ,じばしりかえん,しんくうま (B),デーモンカット (B),takasugi,,たかすぎ しんたろう,高杉 晋太郎,Dear,Christian Dear,823
85-1,たかつ,ウミヘビ島,"イギリス
(ガチャ: 青 )",山,GK,,120,101,53,62,56,56,53,53,56,26,トルネードキャッチ,レインボーループ (L),シュートポケット,ドこんじょうキャッチ,takatsu,,たかつ まさふみ,高津 和史,Scrubine,Duke Scrubine,824
85-2,たかの,北海道,ミニバトル,林,FW,,93,123,37,48,45,48,56,48,45,102,ちょうわざ！,プロファイルゾーン,セキュリティショット,ドッグラン,takano,,たかの るい,高野 瑠偉,Courture,Horty Courture,825
85-3,たかはら,ジャパン,"ジャパン
(ガチャ: 青 )",火,GK,,93,116,54,59,55,62,51,57,52,23,ねっけつパンチ,パワーシールド,ひとりワンツー,ちゃぶだいがえし,takahara,,たかはら たつや,高原 竜也,Vacancie,Noel Vacancies,826
85-4,たかみ,-,ワイヤレス,風,FW,,106,96,73,53,53,42,56,54,63,44,のろい,デュアルストライク,デスゾーン,リカバリー,takami,,きもつみ たかみ,肝付 貴美,Hardy,Brava Hardy,827
85-5,たかやなぎ,北海道,"北海道
(ガチャ: 赤 )",山,DF,,120,103,56,53,49,46,48,53,49,71,しっぷうダッシュ,フェイクボール,ローリングスライド,じごくぐるま,takayanagi,,たかやなぎ じょうじ,高柳 丈二,Wheeling,Ryder Wheeling,828
85-6,タキオー,北東京,"稲妻商店街
(ガチャ: 黄 )",風,MF,,118,123,51,58,67,53,56,59,59,32,マジック,まぼろしドリブル,ザ・タワー (B),ストーンプリズン,takioー,,ひがた きお,日方 紀緒,Quilter,Laura Quilter,829
85-7,たきざわ,北東京,"稲妻商店街
(ガチャ: 青 )",山,MF,8,131,97,49,57,56,53,58,51,55,60,つちだるま,ターザンキック (C),たつまきおとし (C),カマイタチ,takizawa,3,たきざわ としや,滝沢 敏也,Wisdom,Sage Wisdom,830
85-8,たぐち,南東京,"大江戸国際空港
(ガチャ: 青 )",林,MF,,82,138,53,57,55,53,59,62,54,36,おんりょう,デザートストーム,フェイクボンバー,ダイナマイトシュート (C),taguchi,,たぐち よしほ,田口 吉穂,Maricle,Portia Maricle,831
85-9,たくま,アルゼンチン,"アルゼンチン
(ガチャ: 青 )",山,DF,,134,121,51,51,50,51,51,47,51,73,ホーントレイン (B),フェイクボール,ラン・ボール・ラン,れっぷうダッシュ,takuma,,たくま らいた,宅間 頼太,Lifter,Harvey Lifter,832
85-10,タクマ,コンドル島,"イタリア
(ガチャ: 青 )",風,MF,,99,123,51,53,45,63,45,54,56,63,フェイクボール,フーセンガム,ぶんしんフェイント,ぶんしんディフェンス,takuma,,むらき たくま,村木 拓馬,Donce,Anton Donce,833
86-1,たけがみ,ブラジル,"ブラジル
(ガチャ: 青 )",山,DF,,133,86,46,47,48,49,46,48,53,88,ネバーギブアップ,つちだるま (C),ドこんじょうバット (B),ロケットこぶし,takegami,1,たけがみ ゆうきち,武上 勇吉,Round,Dom Round,834
86-2,たけだ,福岡,"福岡 沖縄
(ガチャ: 黄 )",山,FW,,120,110,45,57,59,46,51,54,54,60,グレネードショット,ギガントウォール,フーセンガム,ドこんじょうバット (B),takeda,3,たけだ おうま,竹田 合馬,Shoot,Bamber Shoot,835
86-3,たけたに,北海道,"北海道
(ガチャ: 黄 )",風,FW,,124,118,59,58,67,54,53,56,58,33,フリーズショット,こうていペンギン２ごう,アイスグランド,こうていペンギン３ごう,taketani,1,たけたに やちほ,竹谷 八千穂,Seago,Archy Seago,836
86-4,たけなか,ジャパン,"ジャパン
(ガチャ: 赤 )",火,MF,,127,95,57,56,41,56,41,67,54,69,イリュージョンボール,リカバリー,タイガードライブ,フラッシュアッパー,takenaka,,たけなか としあき,竹中 敏晃,Pourer,Gerald Pourer,837
86-5,たけば,セントラル,"ジャパン
(ガチャ: 黄 )",山,FW,,112,109,59,63,60,66,57,59,58,29,フリーズショット,ムーンサルト,カマイタチ,ワイバーンクラッシュ,takeba,,たけば さだお,竹葉 貞朗,Stocks,Chip Stocks,838
86-6,たけみず,セントラル,ミニバトル,林,FW,,124,97,66,57,57,56,53,51,54,24,にひゃくれつショット (B),フリーズショット,アイスグランド,サイクロン,takemizu,,たけみず すみたろう,武水 住太郎,Bergman,Snowy Bergman,839
86-7,たこた,奈良,ミニバトル,火,DF,,124,99,51,62,53,56,57,56,51,39,キラースライド,くものいと,スニーキングレイド,ムゲン・ザ・ハンド,takota,,たこた ごうだい,蛸田 轟大,Hesive,Adam Hesive,840
86-8,たじ,コトアール,"コトアール
(ガチャ: 青 )",山,GK,,94,126,53,54,54,57,53,39,55,60,イケイケ！,ネバーギブアップ,タフネスブロック,カポエィラスナッチ,taji,3,たじ のりかぜ,多治 順風,Straw,Balen Straw,841
86-9,タジン,南東京,"大江戸国際空港
(ガチャ: 黄 )",山,MF,,75,136,42,39,41,42,39,42,39,135,かえんほうしゃ,たまのりピエロ,ライアーショット,おんりょう,tajin,,たじん こうみ,多陣 香美,Tajine,Jeanie Tanner,842
86-10,たすけ,ウミヘビ島,"イギリス
(ガチャ: 黄 )",林,FW,,118,102,47,52,54,55,56,52,53,64,ローリングキック (C),ファントムシュート (C),カマイタチ,ユニバースブラスト (C),tasuke,3,なかまだ たすけ,仲間田 太助,Helps,Larry Helps,843
87-1,ただ,クジャク島,"アメリカ
(ガチャ: 青 )",林,DF,,117,93,53,57,57,51,63,51,57,50,モンキーターン,ヒートタックル,フェイクボール,ハリケーンアロー,tada,,ただ ゆうた,多田 雄太,Gibe,Michael Gibe,844
87-2,たたみだ,ジャパン,ミニバトル,火,GK,,123,101,65,62,57,62,46,66,69,28,まきわりチョップ,かえんほうしゃ,ぶんしんブロック,いかりのてっつい,tatamida,,たたみだ かずお,畳田 和夫,Petty,Oscar Petty,845
87-3,たぢから,愛媛,"関西 愛媛
(ガチャ: 赤 )",火,DF,,120,101,56,57,57,61,55,53,57,22,ジャイアントスピン (B),ちょうわざ！,パワーチャージ,ガイアブレイク,tajikara,,たぢから たかお,手力 崇男,Clout,Buster Clout,846
87-4,たちきり,雷門体育館側,"稲妻商店街
(ガチャ: 黄 )",林,GK,,82,128,44,47,56,57,56,47,46,54,キラーブレード,オーロラカーテン,ボルケイノカット (B),ガラティーン (LV55),tachikiri,,たち きりこ,裁 切子,Taylor,Susan Taylor,847
87-5,たちばな,ウミガメ島,"ブラジル
(ガチャ: 赤 )",林,FW,,122,99,44,51,57,53,58,52,52,62,ダッシュアクセル,すいせいシュート (L),ダブルグレネード (C),ツインブースト,tachibana,,たちばな フミヤ,橘 フミヤ,Faxon,Drew Faxon,848
87-6,たちむかい,-,ストーリー,林,GK,,113,142,59,54,66,72,56,60,64,25,ゴッドハンド,マジン･ザ･ハンド,ムゲン･ザ･ハンド,まおう･ザ･ハンド,tachimukai,,たちむかい ゆうき,立向居 勇気,Darren,Darren LaChance,849
87-7,たっきゅう,ウミガメ島,ミニバトル,風,FW,,108,130,48,54,57,45,54,52,54,65,スピニングシュート,アイスグランド,プラネットシールド,フリーズショット,takkyuu,,たくの きゅうた,卓野 球太,Slammer,Grant Slammer,850
87-8,たつまき,ジャパン,ミニバトル,風,FW,,117,96,55,51,56,51,51,51,56,53,たつまきせんぷう,ファイアトルネード (C),たつまきどくぎり,たつまきおとし (C),tatsumaki,,たつまき わたる,竜巻 渡,Twister,Ollie Twister,851
87-9,たつみ,コトアール,"コトアール
(ガチャ: 青 )",火,GK,,133,95,46,56,56,56,60,59,57,33,プレッシャーパンチ,フェイクボール,ばくれつパンチ,フェイクボンバー,tatsumi,3,たつみ けん,辰己 検,Perfect,Mark Perfect,852
87-10,たて,コトアール,"コトアール
(ガチャ: 黄 )",山,DF,,127,100,59,56,58,56,56,57,58,23,うしろのしょうめん,ひとりワンツー,じばしりかえん,シュートラップ,tate,,たて のぶあき,縦 演明,Enguard,Scot Enguard,853
88-1,だて,イギリス,"イギリス
(ガチャ: 赤 )",火,MF,,111,108,45,51,59,50,53,56,57,60,キラースライド,ワイバーンクラッシュ,ボルケイノカット (B),れっぷうダッシュ,date,,だて りゅう,伊達 竜,Irvin,Ace Irvin,854
88-2,たてもり,南東京,ミニバトル,山,GK,5,113,93,52,54,51,53,52,51,55,58,タフネスブロック,シュートポケット,カウンターストライク,スティンガー,tatemori,3,たてもり かい,建森 解,Dozer,Bill Dozer,855
88-3,たど,コトアール,"コトアール
(ガチャ:) 青",林,DF,,113,112,44,47,54,45,54,57,63,61,ザ・マウンテン (B),じばしりかえん,ダッシュアクセル,スーパーアルマジロ,tado,4,たど かずき,多度 和基,Pickles,Manny Pickles,856
88-4,たどころ,南東京,"大江戸国際空港
(ガチャ: 赤 )",風,FW,,120,93,56,54,53,57,56,52,53,43,スピニングシュート (C),ホエールガード,イリュージョンボール,フリーズショット,tadokoro,,たどころ とものり,田所 智徳,Tripp,Waylon Tripp,857
88-5,たなか,沖縄,"福岡 沖縄
(ガチャ: 黄 )",風,MF,,124,101,54,53,52,51,53,57,53,54,たつまきせんぷう,たつまきどくぎり,ぶんしんフェイント,ドラゴングランド (LV69),tanaka,,たなか たろう,田中 太郎,Badden,Cletus Badden,858
88-6,たにき,ブラジル,"ブラジル
(ガチャ: 青 )",風,GK,,93,132,51,60,50,57,51,58,57,26,スワンダイブ,グレートバリアリーフ,どくぎりのじゅつ,つなみウォール,taniki,1,たにき けいすけ,谷木 圭介,Poulon,Rock Poulon,859
88-7,たにむら,福岡,"福岡 沖縄
(ガチャ: 黄 )",火,GK,,94,112,57,56,53,58,41,61,56,28,キラーブレード,ひとりワンツー,ブレードアタック,ねっけつヘッド,tanimura,,たにむら とうま,谷村 刀麻,Dient,Aubry Dient,860
88-8,たねだ,イギリス,"イギリス
(ガチャ: 赤 )",林,MF,16,84,124,60,51,55,52,57,62,52,21,ひとりワンツー,リボンシャワー,プリマドンナ,ウルトラムーン (Lv41),taneda,,たねだ もと,種田 望都,Doiley,Susan Doiley,861
88-9,たのくら,クジャク島,"アメリカ
(ガチャ: 青 )",火,FW,,125,93,60,51,57,51,51,56,56,41,グレネードショット,クンフーヘッド,ヘルファイア,ヒートタックル,tanokura,,たのくら やすし,田野倉 安志,Pimento,Pete Pimento,862
88-10,たびもと,セントラル,"ジャパン
(ガチャ: 黄 )",風,GK,,103,118,44,56,65,45,53,56,57,60,ロケットこぶし,カンガルーキック,ロードローラタックル (B),ゴールずらし,tabimoto,3,たびもと あきひろ,旅本 明宏,Boardman,Kevin Boardman,863
89-1,たま,大阪,ミニバトル,林,DF,,134,97,54,61,48,62,56,57,56,24,たまのりピエロ,ラン・ボール・ラン,ドッグラン,ウェルカムバック,tama,4,たまい おういち,玉井 央一,Ball,Onslow Ball,864
89-2,たまがわ,クジャク島,"アメリカ
(ガチャ: 青 )",風,DF,,94,137,48,53,56,51,62,57,53,30,たまのりピエロ,クイックドロウ,すいせいシュート (L),フレイムダンス,tamagawa,1,たまがわ あたる,玉川 当,Bramel,Nigel Bramel,865
89-3,たまごろう,-,とくしゅ,風,DF,,126,130,45,52,62,70,64,73,74,5,ごりむちゅう,ゴッドハンド,マジン・ザ・ハンド,タマシイ・ザ・ハンド,tamagorou,1,たまの ごろう,多摩野 五郎,Paul,Paul Peabody,866
89-4,たまだ,クジャク島,"アメリカ
(ガチャ: 赤 )",林,MF,,122,98,56,62,50,60,53,62,53,25,たまのりピエロ,クロスドライブ (C),フレイムダンス,エコーボール,tamada,,たまだ やすふみ,玉田 康文,Bernoulli,Theo Bernoulli,867
89-5,たまつき,ウミガメ島,"ブラジル
(ガチャ: 赤 )",林,GK,,124,92,56,53,48,47,46,54,56,67,まきわりチョップ,リフレクトバスター,ムーンサルト,スティンガー,tamatsuki,,たまつき しゅん,玉月 瞬,Yards,Bill Yards,868
89-6,たまみ,愛媛,"関西 愛媛
(ガチャ: 黄 )",山,GK,,96,128,44,53,59,50,51,54,53,47,オーロラカーテン,フェイクボール,とうめいフェイント,アイスブロック (LV55),tamami,,こかど たまみ,小門 珠美,Stratio,Minnie Stratio,869
89-7,たむら,漫遊寺中,"関西 愛媛
(ガチャ: 赤 )",林,MF,,80,139,56,54,57,52,56,57,53,24,かみかくし (C),たつまきどくぎり,くものいと,じばしりかえん,tamura,,たむら しなみ,多村 志奈美,Stewer,Sadey Stewer,870
89-8,たもと,イギリス,"イギリス
(ガチャ: 黄 )",山,DF,,130,96,48,39,42,51,67,42,52,84,リカバリー,マジック,スーパースキャン,くものいと,tamoto,,たもと としのり,田元 寿紀,Knead,Erhardt Knead,871
89-9,たらみ,ヤマネコ島,"アルゼンチン
(ガチャ: 赤 )",林,FW,,117,98,66,53,52,53,52,54,56,32,ひゃくれつショット (C),メガロドン,ホーントレイン (B),にひゃくれつショット (B),tarami,3,たらみ ぶんた,鱈見 文太,Luger,Bo Luger,872
89-10,だるま,セントラル,"ジャパン
(ガチャ: 黄 )",山,MF,,121,129,52,52,50,52,68,79,79,6,リカバリー,たまのりピエロ,りゅうせいブレード (B),アルマジロサーカス,daruma,1,あかさか だるま,赤坂 だるま,Daruma,Bob Daruma,873
90-1,だん,南東京,"大江戸国際空港
(ガチャ: 赤レア )",風,DF,8,114,109,56,45,46,57,60,59,60,41,ブレードアタック,ブロックサーカス,てんくうおとし (C),ジ・イカロス,dan,,だんど だん,団土 弾,Dandy,Dan Dandy,874
90-2,だんだ,ヤマネコ島,"アルゼンチン
(ガチャ: 黄 )",山,GK,,100,134,56,54,46,46,60,54,51,64,パワーシールド,フェイクボール,コロッセオガード,さばきのてっつい (B),danda,,だんだ まさよし,段田 正義,Salvadge,Scrap Salvadge,875
90-3,たんてい,アルゼンチン,"アルゼンチン
(ガチャ: 黄 )",火,FW,,107,127,56,58,53,61,51,56,57,33,クルクルヘッド (C),フリーズショット,プロファイルゾーン,ぶんしんフェイント,tantei,,さぐるだ さだひと,探田 偵人,Sockshell,Homer Sockshell,876
90-4,たんの,ヤマネコ島,ミニバトル,山,DF,,119,93,44,51,56,51,58,60,56,47,ジャイアントスピン (B),しこふみ,アースクェイク,メガクェイク,tanno,3,たんの たつひこ,丹野 立彦,Homey,Frank Homey,877
90-5,だんの,ウミガメ島,"ブラジル
(ガチャ: 黄 )",林,GK,,120,97,48,61,65,66,39,56,52,26,タフネスブロック,トルネードキャッチ,グレートバリアリーフ,つなみウォール (LV37),danno,4,だんの あきなみ,団野 昭南,Nailor,Blake Nailor,878
90-6,ちあさ,沖縄,"福岡 沖縄
(ガチャ: 赤 )",山,MF,,85,130,47,54,44,45,54,44,45,76,スパイラルショット,パラディンストライク (C),オーロラドリブル,ローリングスライド,chiasa,,もみい ちあさ,籾井 智朝,Choral,Concordia Choral,879
90-7,ちーちゃん,-,"大江戸国際空港
(ガチャ: 黄 )",林,DF,,110,125,41,43,46,75,46,46,77,39,おいろけUP！,グッドスメル,マタドールフェイント,リカバリー,chiーchan,,とくなが ちなみ,徳永 千奈美,Chinami,Chinami Tokunaga,880
90-8,ちうち,北東京,ミニバトル,山,MF,5,120,94,50,56,57,47,51,56,54,43,サイコショット,アースクェイク,メガクェイク,ノーエスケイプ,chiuchi,4,ちうち まさひこ,地内 雅彦,Richter,Pascal Richter,881
90-9,チェアマン,パスワード,"商店街
(ガチャ: 青 )",山,GK,,126,115,40,42,63,78,52,55,48,48,ねっけつヘッド,セーフティプロテクト,カードプロテクト,ビッグカード,cheaman,4,チェアマンＩ,,Stickler,Walken Ruhlbuch,882
90-10,ちかい,北東京,"稲妻商店街
(ガチャ: 赤 )",火,FW,,121,94,50,39,38,56,66,54,55,68,レインボーループ (L),ワープドライブ,フレイムベール,りゅうせいブレード (B),chikai,,ちかい みき,近井 未来,Terr,Derek Terr,883
91-1,チキータ,福岡,"福岡 沖縄
(ガチャ: 青 )",火,FW,,99,125,59,59,55,57,56,56,60,49,イカサマ！,メガトンヘッド (B),フレイムダンス,モグラシャッフル,chikiーta,,イン チキータ,,Chikita,In Chikita,884
91-2,ちくま,セントラル,"ジャパン
(ガチャ: 青 )",風,MF,,108,128,51,48,49,58,62,62,58,33,むぞくせい,オーロラドリブル,スリングショット,エクスカリバー (L),chikuma,,ちくま ゆみ,千曲 由美,Threader,Lacey Threader,885
91-3,ちさか,ブラジル,"ブラジル
(ガチャ: 黄 )",火,MF,20,83,135,62,55,51,62,47,56,51,26,しっぷうダッシュ 改,ローズスプラッシュ V2(C),ジグザグフレイム,グッドスメル (LV39),chisaka,,ひろおか ちさか,広岡 千早花,Bedd,Rose Bedd,886
91-4,ちどり,イギリス,"イギリス
(ガチャ: 黄 )",山,GK,,87,129,51,48,49,49,51,51,48,64,ガラティーン,ムゲン・ザ・ハンド,はなふぶき,リボンシャワー,chidori,1,ちどり やえな,千鳥 八重奈,Weaver,Robyn Weaver,887
91-5,ちのう,ヤマネコ島,"アルゼンチン
(ガチャ: 赤 )",山,DF,,121,101,47,44,44,44,48,48,47,94,ブレードアタック,おんりょう,ひゃくれつショット (C),サイコショット,chinou,,ちのう はかる,知能 測,Calcul,Anil Latikal,888
91-6,ちば,コトアール,"コトアール
(ガチャ: 赤 )",山,MF,,119,101,47,56,57,48,53,51,55,62,スーパースキャン,ダイナマイトシュート (C),フーセンガム,ザ・バース,chiba,,ちば ろうと,千葉 朗人,Hypogee,Chris Hypogee,889
91-7,ちはら,コンドル島,"イタリア
(ガチャ: 青 )",山,GK,,85,131,64,63,65,45,48,49,47,31,ねっけつパンチ,バーンアウト,スーパーしこふみ (B),スラッシュネイル,chihara,4,ちはら けいか,千原 桂花,Hugland,Mary Hugland,890
91-8,ちひろ,コンドル島,"イタリア
(ガチャ: 黄 )",火,DF,,103,132,50,56,62,45,56,57,54,25,ローズスプラッシュ,フーセンガム,フェイクボンバー,こうていペンギン２ごう,chihiro,1,そね ちひろ,曽根 ちひろ,Later,Kate Later,891
91-9,ちべ,アメリカ,"アメリカ
(ガチャ: 青 )",風,MF,,118,101,47,56,65,44,52,53,53,61,グレイブストーン,コイルターン,コロドラシュート,ドラゴングランド,chibe,1,ちべ かつき,地辺 克希,Pass,Conn Pass,892
91-10,ちゃやま,北東京,"稲妻商店街
(ガチャ: 黄 )",林,DF,,106,123,48,45,44,56,60,54,53,66,ホーントレイン (B),タフネスブロック,ちゃぶだいがえし,ボディシールド,chayama,3,ちゃやま みつひろ,茶山 充裕,Brewer,Teagen Brewer,893
92-1,チュール,イタリア,"イタリア
(ガチャ: 黄レア )",林,MF,,99,118,51,60,66,51,51,48,66,13,マジック,グッドスメル,シャインドライブ V3,ジグザグスパーク (LV51),chuーru,,おおとく チュール,大徳 チュール,Couture,Hattie Couture,894
92-2,ちょうくん,コンドル島,"イタリア
(ガチャ: 青 )",火,FW,,120,86,60,63,44,63,44,44,46,78,こんしん!,スーパーしこふみ (B),ツインブースト 真,メガウォール (B)(LV48),choukun,4,とびはり えきとく,飛張 益徳,Fei,Dan Fei,895
92-3,ちょうせん,コンドル島,"イタリア
(ガチャ: 黄 )",山,DF,,102,125,58,45,53,59,47,44,44,66,おいろけUP!,プリマドンナ V3,ひゃくれつショット (C),バタフライドリーム (B)(LV37),chousen,,つらたま てんこ,連環 貂子,Gan,Liddy Gan,896
92-4,ちょうの,イギリス,"イギリス
(ガチャ: 黄レア )",風,DF,,120,92,45,41,38,53,56,56,56,80,コイルターン,スピニングカット (B),ボルケイノカット (B),せんぷうじん (B),chouno,,ちょうの まう,蝶野 真宇,Imago,Shaun Imago,897
92-5,ちょうひ,北海道,"北海道
(ガチャ: 赤 )",火,GK,,124,95,55,53,51,55,56,53,53,52,ねっけつパンチ,フレイムダンス,ちゃぶだいがえし,だいばくはつはりて,chouhi,,ちょうひ えきと,張飛 益斗,Chance,Pay Chance,898
