page_order,name_ja,zone_name,obtention_desc,attri,positi,lv,GP,TP,kick,body,control,guard,speed,stamina,guts,freedom,h1,h2,h3,h4,name_romanji,body_type,full_ja,kanji_ja,name_en,full_en,id
,タートル,,スカウト,林,DF,5,126,107,69,52,52,72,56,54,64,21,グレイブストーン,ホエールガード,グレートバリアリーフ,パワーチャージ,taatoru,4,カーメイ・コーラー,,Turtle,Kjell Snapper,2037
,ドルフィン,,スカウト,風,MF,5,119,126,63,92,71,57,57,49,67,23,メガロドン,ツナミブースト (L),イケメンUP！,ミラージュシュート (C),dorufyin,,ニース・ドルフィン,,Dolphin,Dolph Hensen,2038
,バラクーダ,,スカウト,風,DF,5,119,109,60,62,51,66,55,50,55,35,ホーントレイン,グレイブストーン V2,ワイルドクロー,マッドエクスプレス,barakuuda,,ダニエル・バラック,,Barrac.,Barack Daniels,2039
,ビーチ,,スカウト,火,DF,5,122,115,53,68,57,58,64,51,64,31,カンガルーキック,シャインドライブ,スピニングカット (B),ボルケイノカット (B),biichi,1,シャイン・ビーチ,,Beaches,Sonny Shore,2040
,マーリン,,スカウト,山,FW,5,122,112,70,56,50,48,62,54,59,22,スピニングカット (B),すいせいシュート (L),カンガルーキック,ミラージュシュート (C),maarin,,ブルース・マーリン,,Marlin,Bruce Marlin,2041
,リーフ,,スカウト,林,FW,5,127,117,76,61,61,57,57,55,63,23,メガロドン,ムーンサルト,すいせいシュート (L),むぞくせい,riifu,,リーフ・ハミルトン,,Reef,Hamilton Reith,2042
,アデル,,スカウト,山,FW,5,134,107,55,59,55,58,67,72,49,24,ミラージュシュート (C),ダイナマイトシュート (C),がくしゅう,ヘビーベイビー (B),aderu,,アデル・シディク,,Siddique,Adel Siddique,2043
,ザック,,スカウト,火,FW,5,135,107,96,49,50,46,61,75,52,26,ミラージュシュート (C)改,デザートストーム,ダイナマイトシュート (C),ビーストファング (Lv53),zakku,,ザック・アブドゥラ,,Abdulla,Zack Abdulla,2044
,ジャメル,,スカウト,山,DF,5,130,109,48,53,57,66,78,70,57,14,デザートストーム,ダブルサイクロン,ジャッジスルー,クロスドライブ (C),jameru,1,ジャメル・ジャマドゥ,,Wali,Jamila Wali,2045
,スライ,,スカウト,風,MF,5,128,114,58,52,53,56,62,76,52,32,たつまきせんぷう,フェイクボール,ぶんしんフェイント (Lv50),ぶんしんディフェンス,surai,,スライ・スライマーン,,Sulaiman,Sulayk Sulaiman,2046
,セイド,,スカウト,風,MF,5,133,108,56,62,51,64,51,99,48,21,ダッシュストーム,シザース・ボム,パワーチャージ,ジャッジスルー2,seido,,セイド・アルマンド,,Armand,Sayid Armand,2047
,タラル,,スカウト,山,GK,5,140,130,48,65,50,79,55,73,64,19,ストームライダー,トルネードキャッチ,つむじ,パワーチャージ,tararu,3,タラル・ハマド,,Hamad,Talal Hamad,2048
,ナセル,,スカウト,火,GK,5,136,138,56,55,46,72,49,76,51,32,ストームライダー,ホーントレイン,ラッキー！,カウンターストライク,naseru,,ナセル・ムスタファ,,Mustafa,Nasir Mustafa,2049
,ハッサン,,スカウト,火,DF,5,139,103,54,58,56,62,53,80,51,28,デザートストーム,ドッペルゲンガー,ドッグラン,ばくねつストーム,hassan,,ハッサン・アーメド,,Ahmed,Hasan Ahmed,2050
,ハルファン,,スカウト,林,DF,5,128,124,47,63,63,61,49,73,69,26,デザートストーム,ダブルサイクロン,ジャッジスルー,ノーエスケイプ,harufuan,3,ハルファン・ジブリール,,Jibril,Khalfan Jibril,2051
,ビヨン,,スカウト,林,DF,5,124,116,51,62,65,72,58,75,61,7,ミラージュシュート (C),シザース・ボム,デザートストーム 改,ディフェンスフォース,biyon,,ビヨン・カイル,,Kalil,Bilal Kalil,2052
,ファル,,スカウト,林,DF,5,144,96,54,60,52,56,48,82,62,30,シザース・ボム,ごりむちゅう,まぼろしドリブル,パワーチャージ,fuaru,4,ファル・ファルーク,,Farooq,Faraz Farooq,2053
,マジディ,,スカウト,林,FW,5,137,119,61,60,62,54,71,80,54,4,ぞくせいきょうか,ミラージュシュート (C),ワイルドクロー,アストロブレイク,majidei,,マジディ・イスマイール,,Ismail,Majdi Ismail,2054
,ムサ,,スカウト,林,DF,5,138,105,57,64,53,68,49,73,55,32,デザートストーム,ザ・ウォール (B),ごりむちゅう,ギガントウォール,musa,3,ムサ・サイラー,,Sylla,Musa Sylla,2055
,メッサー,,スカウト,山,MF,5,130,112,57,54,58,62,48,86,52,28,シザース・ボム,つちだるま (C),ジャッジスルー2,ボディシールド,messaa,,メッサー・ジャシム,,Jasim,Mansur Jasim,2056
,ユスフ,,スカウト,風,MF,5,131,110,62,67,63,57,48,80,60,24,ダッシュストーム,マジック,ホークショット (B),ライトニングアクセル,yusufu,,ユスフ・ムハディ,,Massoud,Yusuf Massoud,2057
,ラジャブ,,スカウト,火,MF,5,123,115,50,56,54,72,56,79,59,16,シザース・ボム,メテオアタック,パトリオットシュート (L),デュアルストライク,rajabu,1,ラジャブ・イスマイール,,Ismail,Rajab Ismail,2058
,アフロディ,,スカウト,林,MF,5,130,130,63,60,77,59,61,59,58,22,シュートフォース,ゴッドノウズ 改,ヘブンズタイム 改,カオスブレイク,afurodi,,あふろ てるみ,亜風炉 照美,Aphrodite,Byron Love,2059
,ウミャン,,スカウト,風,DF,,133,110,52,54,65,70,66,55,64,14,キラースライド,じばしりかえん,サイクロン,シューティングスター (B),umyan,,ファン・ウミャン,,Hwang,Umi Hwang,2060
,ウンヨン,,スカウト,山,MF,,108,117,48,76,48,77,46,40,45,23,ならくおとし 改,フレイムベール,なまける,じごくぐるま,un'yon,3,キム・ウンヨン,,Kim,Eunyeong Kim,2061
,ガゼル,,スカウト,風,FW,5,129,118,65,65,65,68,66,57,60,9,ぞくせいきょうか,ウォーターベール V2,ノーザンインパクト (C),ファイアブリザード (LV50),gazeru,,すずの ふうすけ,涼野 風介,Gazelle,Bryce Whitingale,2062
,ジョンオン,,スカウト,山,MF,,128,120,53,50,60,56,62,60,74,7,ならくおとし,じごくぐるま,スーパースキャン,メガネクラッシュ (C),jon'on,,チャ・ジョンウォン,,Ja,Joon-Ho Ja,2063
,ジョンス,,スカウト,林,GK,,125,132,54,56,52,72,48,54,103,1,だいばくはつはりて 改,かえんほうしゃ,バーンアウト,こんしん！,jonsu,3,チョ・ジョンス,,Cho,Jeongsu Cho,2064
,ソンジュン,,スカウト,山,FW,,127,124,75,48,49,57,54,48,64,33,フレイムベール,たつまきせんぷう,イケメンUP！,イーグルバスター (L),sonjun,,ノ・ソンジュン,,Noh,Sung-Jin Noh,2065
,ソンファン,,スカウト,林,DF,,119,127,48,54,51,70,49,50,61,30,じばしりかえん,ドこんじょうバット (B),ドこんじょうキャッチ,ディフェンスプラス,sonfuan,,コ・ソンファン,,Ko,Songhwan Ko,2066
,チナン,,スカウト,風,GK,,115,128,51,48,52,65,48,48,68,30,だいばくはつはりて,ばくれつパンチ,クリティカル！,バーンアウト,chinan,,ホ・チナン,,Ho,Chi-Won Ho,2067
,チャンスウ,,スカウト,火,MF,5,102,109,52,65,85,60,54,50,63,13,ならくおとし (LV1),クリテイカル！ (LV1),ドラゴンキャノン (B)(LV20),ドラゴングランド (LV63),chansuu,,チェ・チャンスウ,,Choi,Changsu Choi,2068
,チョンユン,,スカウト,林,MF,,127,123,49,67,68,66,51,51,69,8,ならくおとし,くものいと,じごくぐるま,ジャッジスルー2,chon'yun,,イ・チョンユン,,Yi,Jung-Hoon Yi,2069
,ドゥユン,,スカウト,風,DF,,129,128,53,57,56,59,63,50,60,22,ボルケイノカット,じばしりかえん,キラースライド,たまのりピエロ,douyun,1,ホン・ドゥユン,,Hong,Dooyoon Hong,2070
,バーン,,スカウト,火,FW,5,133,108,75,71,55,58,58,61,67,10,ぞくせいきょうか,フレイムベール V2,アトミックフレア (B),ファイアブリザード (LV50),baan,,なぐも はるや,南雲 晴矢,Torch,Claude Beacons,2071
,ヒョンデ,,スカウト,火,DF,,130,106,65,64,53,52,54,48,68,11,じばしりかえん,キラースライド,アステロイドベルト (B),パワーチャージ,hyonde,,ソル・ヒョンデ,,Seul,Dong-Hyun Seul,2072
,ペクヨン,,スカウト,山,MF,,122,129,48,76,53,79,43,54,48,5,じばしりかえん 改,フレイムベール,ヒートタックル,イカサマ！,pekuyon,,パク・ペクヨン,,Park,Paekyeong Park,2073
,ミョンホ,,スカウト,火,DF,,124,134,65,52,50,69,48,63,60,8,フレイムダンス,キラースライド,じばしりかえん,ディバインアロー,myonho,,チョウ・ミョンホ,,Minho,Minho Cho,2074
,かけやま,,,火,DF,,120,125,56,56,63,59,64,56,61,20,キラースライド,ジャッジスルー,うしろのしょうめん,デザートストーム,kakeyama,4,かけやま りゅう,賭山 流,Slot,Slot MacHines,2075
,げんおう,,スカウト,火,GK,,129,129,55,53,69,75,55,64,60,13,クリティカル！,セツヤク！,むげんのかべ 真,ドリルスマッシャー,genou,,げんだ こうじろう,源田 幸次郎,King,Joseph King,2076
,さぎぬま,,スカウト,火,MF,,124,128,75,68,61,63,59,57,48,16,イリュージョンボール,ダッシュストーム V2,ゴッドノウズ 改,グングニル (L),saginuma,,さぎぬま おさむ,砂木沼 治,Quagmire,Dave Quagmire,2077
,あつた,,,山,DF,,122,124,52,64,67,57,57,56,57,21,ジグザグスパーク,ボルケイノカット,ホーントレイン,キラーブレード,atsuta,4,あつた なお,厚田 直,Steaky,Bill Steakspeare,2078
,アズベル,,スカウト,風,DF,,113,116,53,53,52,71,44,54,65,36,キラースライド,グラビテイション (B),ゴールずらし,プラネットシールド,azuberu,4,アズベル・トルケーゼ,,Turchese,Azubel Turchese,2079
,アズロ,,スカウト,風,DF,,107,128,44,64,64,63,40,45,52,38,キラースライド,ネバーギブアップ,カマイタチ,デーモンカット (B),azuro,1,アズロ・ザッフィーレ,,Zaffiro,Azzurro Zaffiro,2080
,アマラント,,スカウト,火,MF,,106,120,58,63,40,62,46,41,72,47,ダブルグレネード (C),ジャッジスルー２,ローリングキック (C),ツインブーストＦ,amaranto,,アマラント・ルビーノ,,Rubino,Amaranto Rubino,2081
,インディゴ,,スカウト,山,GK,,114,134,52,50,51,76,36,42,68,37,フルパワーシールド V2,ワームホール,ロードローラタックル (B),せいぎのてっけん,indeigo,3,インディゴ・ラズリ,,Lazuli,Indigo Lazuli,2082
,グリッジョ,,スカウト,林,GK,,114,94,42,64,48,67,32,63,38,45,パワーシールド V2,ギガントウォール,レインボーループ (L),おんりょう,gurijjo,4,グリッジョ・ジェッソ,,Quarzo,Grigio Quarzo,2083
,ジャッロ,,スカウト,山,MF,,118,103,63,51,48,50,68,41,64,37,ジャッジスルー２,ファイアトルネード (C),トライアングルＺ,アステロイドベルト (B),jarro,,ジャッロ・トパーツィオ,,Topazio,Giallo Topazio,2084
,デモーニオ,,スカウト,火,MF,5,118,114,76,69,76,48,72,53,52,12,イリュージョンボール 真(Lv1),こうていペンギンX (Lv1),ツインブースト (Lv15),イナズマブレイク (Lv20),demoonio,,デモーニオ・ストラーダ,,Acuto,Giulio Acuto,2085
,ネッロ,,スカウト,山,DF,,109,122,41,62,46,54,67,33,56,49,キラースライド (Lv1),くものいと (Lv15),トリプルブースト (L)(Lv58),ビッグスパイダー (Lv68),nerro,1,ネッロ・アーガタ,,Agata,Nello Agata,2086
,パルド,,スカウト,林,DF,,107,120,40,64,50,52,44,52,55,39,スパイラルショット (Lv1),ハーヴェスト (Lv20),ならくおとし (Lv44),カウンターストライク (Lv50),parudo,,パルド・ベリッロ,,Berillo,Pardo Berillo,2087
,ビアンコ,,スカウト,山,FW,,109,99,74,56,56,42,47,40,59,35,ツインブーストＦ 改(Lv1),ジャッジスルー (Lv15),ぶんしんフェイント (Lv35),こうていペンギン２ごう (Lv42),bianko,,ビアンコ・ペルラ,,Perla,Bianco Perla,2088
,ビオレテ,,スカウト,風,FW,,116,116,52,53,60,51,57,48,52,41,メテオシャワー (Lv1),やくびょうがみ (Lv1),デスゾーン (Lv20),にひゃくれつショット (B)(Lv42),biorete,,ビオレテ・アメティスタ,,Ametista,Violetto Ametista,2089
,ベルディオ,,スカウト,林,MF,,115,117,37,57,68,52,51,45,73,53,ジャッジスルー (Lv1),むぞくせい (Lv1),ぶんしんディフェンス (Lv20),ヘビーベイビー (B)(Lv30),berudeio,,ベルディオ・ズメラルド,,Smeraldo,Beldio Smeraldo,2090
,マッローネ,,スカウト,山,MF,,107,117,56,59,52,53,49,57,51,54,キラースライド (Lv1),メガトンヘッド (B),ざんぞう,プロファイルゾーン,marroone,1,マッローネ・ティタニート,,Corniola,Marrone Corniola,2091
,ラッティモ,,スカウト,林,FW,,110,109,71,44,45,44,74,61,41,40,ダッシュストーム (Lv1),ツインブーストＦ (Lv20),ガニメデプロトン (Lv46),デーモンカット (B)(Lv58),ratteimo,,ラッティモ・オパーレ,,Opale,Avorio Opale,2092
,ロゼオ,,スカウト,火,DF,,115,126,40,44,40,69,52,45,70,49,キラースライド,ハーヴェスト,かげぬい,キラーフィールズ,rozeo,,ロゼオ・ディアマンテ,,Diamante,Roseo Diamante,2093
,ロッソ,,スカウト,山,MF,,108,107,71,57,52,62,53,48,46,29,ジャッジスルー２ (Lv1),こうていペンギン２ごう (Lv30),さばきのてっつい (B)(Lv38),かごめかごめ (Lv45),rosso,,ロッソ・グラナート,,Granato,Rosso Granato,2094
,オウル,,スカウト,風,MF,,139,127,54,59,54,61,49,56,54,23,ホークショット (B),ジャッジスルー３,メテオシャワー,シューティングスター (B),ouru,,オウル,,Owl,Cecil Crowley,2095
,ガビアル,,スカウト,風,FW,,137,128,70,62,56,57,56,52,56,13,ワープドライブ,ダークトルネード (B),デザートストーム,ジャッジスルー２,gabiaru,,ガビアル,,Gator,Ali Caiman,2096
,クロウ,,スカウト,風,MF,,122,130,53,64,51,53,72,48,64,6,デーモンカット (B),デスゾーン,じごくぐるま,こうていペンギンＸ,kurou,,クロウ,,Crow,Damien Crawford,2097
,コヨーテ,,スカウト,風,FW,,124,129,59,56,51,50,60,52,72,22,どくぎりのじゅつ,シュートプラス,ダークトルネード (B),ヘビーベイビー (B),koyoote,,コヨーテ,,Coyote,Avinash Chowdhury,2098
,ゴライアス,,スカウト,火,GK,,133,138,67,64,52,59,54,49,48,22,キラースライド,ビッグスパイダー,スワンダイブ,プラネットシールド,goraiasu,4,ゴライアス,,Bear,Grizzler Bruin,2099
,ジャッカル,,スカウト,林,DF,,120,132,62,49,52,68,55,55,52,17,ジャッジスルー２,デーモンカット (B),ならくおとし,かげぬい,jakkaru,,ジャッカル,,Jackal,Jacques Allemand,2100
,ジラフ,,スカウト,山,MF,,130,129,62,76,48,53,52,70,55,9,ドッペルゲンガー,ジャッジスルー３,かみかくし (C),じごくぐるま,jirafu,3,ジラフ,,Zebra,Bandy Horsman,2101
,スコーピオ,,スカウト,林,FW,,122,137,69,79,51,53,50,53,48,5,ダッシュストーム,ダークフェニックス,ぶんしんフェイント,ガニメデプロトン,sukoopio,1,スコーピオ,,Scorpio,Sedgley Scofield,2102
,スパイダー,,スカウト,林,DF,,138,136,52,69,55,73,48,68,51,0,おんりょう,くものいと,ビッグスパイダー,グラビテイション (B),supaidaa,,スパイダー,,Spider,Ian C. Wincy,2103
,ディンゴ,,スカウト,山,DF,,116,136,50,60,61,57,61,60,52,6,イリュージョンボール,アステロイドベルト (B),あいきどう,ニニンサンキャク,deingo,,ディンゴ,,Dingo,Dean Goddard,2104
,パピヨン,,スカウト,風,DF,,136,136,53,50,77,51,74,52,59,3,サイコショット,デモンズカット (B),アステロイドベルト (B),アイスブロック,papiyon,,パピヨン,,Butterfly,Chris Ellis,2105
,バファロ,,スカウト,林,DF,,114,128,60,56,52,60,53,52,58,13,ジャッジスルー２,リカバリー,ロードローラタックル (B),ビッグスパイダー,bafuaro,3,バファロ,,Buffalo,Buddy Plains,2106
,フォクス,,スカウト,山,GK,,127,139,57,50,60,70,65,49,52,17,キーパープラス,ビッグスパイダー V2,キラーブレード,メテオシャワー,fuokusu,,フォクス,,Civet,Cyril Fox,2107
,ヘッジ,,スカウト,山,MF,,133,129,49,57,52,57,58,66,60,13,たつまきどくぎり,タフネスブロック,ボディシールド,ヘビーベイビー (B),hejji,1,ヘッジホッグ,,Hedgehog,Seth Hedges,2108
,ヘンク,,スカウト,火,DF,,128,135,52,68,77,69,52,54,64,1,ジャッジスルー３,イカサマ！,デーモンカット (B),ヘブンズタイム,henku,4,ラボック・ヘンクタッカー,,Phil,Phil A. Minion,2109
,マンティス,,スカウト,林,MF,,132,130,60,70,49,48,60,52,57,12,グラビテイション (B),ジャッジスルー２,クリティカル！,じくうのかべ,manteisu,,マンティス,,Mantis,Niccolo Mantegna,2110
,エッジ,,スカウト,林,DF,,123,117,72,54,53,71,69,58,62,27,キラーブレード 真,ストーンプリズン,スピニングカット (B),しんくうま (B)(Lv49),ejji,,エッジ・リッパー,,Ripper,Edge Ripper,2111
,エドガー,,スカウト,林,FW,,126,119,96,71,58,47,57,48,57,26,エクスカリバー 改(L),パラディンストライク 改(C),ウルトラムーン,イケメンUP！ (LV58),edogaa,,エドガー・バルチナス,,Partinus,Edgar Partinus,2112
,エリック,,スカウト,火,MF,,127,116,65,63,52,55,64,51,55,44,パラディンストライク (C),スネークショット (C),リフレクトバスター,ライトニングアクセル,erikku,,エリック・パープルトン,,Purplet.,Eric Purpleton,2113
,ギャレス,,スカウト,山,GK,,134,136,43,57,68,69,62,56,48,38,ガラティーン,キラーブレード,ドリルスマッシャー,エクスカリバー (L),gyaresu,,ギャレス・バレット,,Jeeves,Servilius Jeeves,2114
,ゲイリー,,スカウト,山,MF,,124,116,54,84,72,59,52,47,54,14,ウルトラムーン,コイルターン,まぼろしドリブル,ストーンプリズン,geirii,,ゲイリー・リンクス,,Mane,Gary Mane,2115
,ジョニーG,,スカウト,林,DF,,128,127,52,62,67,68,62,62,54,13,ストーンプリズン,ノーエスケイプ,ヒートタックル,フェイクボール,joniiG,,ジョニー・ガスコイン,,Gazzer,Jonny Gascoigne,2116
,デービッド,,スカウト,山,DF,,127,108,54,60,78,66,53,55,50,15,ストーンプリズン,イリュージョンボール,ジャッジスルー,こうていペンギン2ごう,deebiddo,,デービッド・バッキンガム,,Bucking.,David Buckingham,2117
,ニック,,スカウト,風,FW,,125,114,67,59,51,54,51,62,56,39,ライトニングアクセル (Lv1),パラディンストライク (C)(Lv20),マジック (Lv28),ガニメデプロトン (Lv41),nikku,,ニック・ウッドゲート,,Woodgate,Nick Woodgate,2118
,ピーター,,スカウト,火,MF,,133,103,51,66,60,53,56,71,57,15,ウルトラムーン,スーパースキャン,ダイナマイトシュート (C),エコーボール,piitaa,1,ピーター・コール,,Cole,Peter Cole,2119
,ビート,,スカウト,山,MF,,137,107,65,62,44,43,56,64,66,38,ストーンプリズン,とうめいフェイント,ゴットハンド,フラッシュアッパー,biito,1,ビート・スマッシュ,,Pounding,Sirius Pounding,2120
,フィリップ,,スカウト,山,FW,,122,121,90,44,52,50,68,60,63,16,パラディンストライク 改(C)(Lv1),イリュージョンボール (Lv25),ライトニングアクセル (Lv30),れっぷうダッシュ (Lv62),fyirippu,,フィリップ・オーウェン,,Owen,Phillip Owen,2121
,フレディ,,スカウト,火,GK,,120,140,50,67,48,82,51,46,64,22,ガラティーン 改(Lv1),セーフティプロテクト,とうめいフェイント,ブラックホール,furedei,3,フレディ・マックイーン,,McQueen,Freddy McQueen,2122
,ポール,,スカウト,林,MF,,125,109,55,58,60,54,59,60,57,47,ウルトラムーン (Lv1),ジグザグスパーク,サイクロン,エコーボール,pooru,,ポール・アップルトン,,Appleton,Paul Appleton,2123
,マーティン,,スカウト,火,DF,,105,109,51,48,69,56,62,34,62,65,ダッシュアクセル,ウルトラムーン,フェイクボンバー,ユニコーンブースト (C),maatein,4,マーティン・スコール,,Squall,Martin Squall,2124
,マイキー,,スカウト,林,MF,,130,122,55,53,69,51,71,60,51,43,ウルトラムーン,がくしゅう,かげぬい,パワーチャージ,maikii,,マイキー・リチャーズ,,Richards,Mikey Richards,2125
,ランス,,スカウト,風,DF,,126,120,65,71,56,58,54,54,77,9,ストーンプリズン (Lv1),クロスドライブ (C)(Lv21),ガラティーン (Lv32),エクスカリバー (L)(Lv60),ransu,,ランス・ロットン,,Rawton,Lance Rawton,2126
,エステバン,,スカウト,風,MF,,127,103,58,59,58,64,59,58,69,13,ドッグラン,クイックドロウ,アルマジロサーカス,スピニングカット (B),esuteban,,エステバン・カルロス,,Carlos,Esteban Carlos,2127
,エルナン,,スカウト,風,DF,,128,99,52,60,60,75,60,52,76,6,イリュージョンボール,ブロックサーカス,ロケットこぶし,ウルトラムーン,erunan,,エルナン・テベス,,Tévez,Hernán Tévez,2128
,ゴルド,,スカウト,林,DF,,126,102,49,58,60,73,52,42,77,20,スーパーアルマジロ,ジグザグフレイム,じごくぐるま,ミリオンハンズ,gorudo,3,ゴルド・ディアス,,Díaz,Grande Díaz,2129
,セルヒオ,,スカウト,林,MF,,126,105,47,60,52,70,65,55,64,22,フーセンガム,ざんぞう,ジグザグスパーク,トリプルダッシュ,seruhio,,セルヒオ・ペレス,,Pérez,Sergio Pérez,2130
,ディエゴ,,スカウト,山,FW,,125,117,61,59,66,60,56,60,71,6,ヘルファイア,オオウチワ,イーグルバスター (L),アサルトシュート (L),deiego,1,ディエゴ・オロ,,Oro,Diego Oro,2131
,テレス,,スカウト,火,DF,,134,129,52,62,60,82,59,51,70,17,ジグザグフレイム (Lv1),ディフェンスプラス (Lv1),アイアンウォール (B)(Lv20),イグナイトスティール (Lv60),teresu,,テレス・トルーエ,,Torres,Thiago Torres,2132
,パブロ,,スカウト,風,MF,,128,99,68,71,48,60,60,52,60,15,ホークショット (B),ねっけつヘッド,ジグザグフレイム,トライアングルＺ,paburo,,パブロ・カスティーヨ,,Castillo,Pablo Castillo,2133
,フリオ,,スカウト,林,DF,,134,118,67,70,48,74,62,51,36,25,フェイクボール,ジグザグフレイム,ヒートタックル,ハーヴェスト,furio,4,フリオ・アコスタ,,Acosta,Julio Acosta,2134
,ヘルマン,,スカウト,林,MF,,124,115,53,77,40,60,52,45,40,64,アルマジロサーカス,つちだるま (C),リフレクトバスター,ドッグラン,heruman,1,ヘルマン・サムエル,,Samuel,Herman Samuel,2135
,ホルヘ,,スカウト,火,GK,,125,128,56,54,49,80,60,60,59,24,ミリオンハンズ V2(Lv1),ドッグラン (Lv40),ストームライダー (Lv58),むげんのかべ (Lv65),horuhe,3,ホルヘ・オルテガ,,Ortega,Jorge Ortega,2136
,マリオ,,スカウト,火,FW,,136,103,50,61,52,57,58,50,52,52,マジック,ツインブースト,ジャイアントスピン (B),ドラゴングランド,mario,4,マリオ・サビオラ,,Saviola,Mario Saviola,2137
,ラモン,,スカウト,山,DF,,122,126,53,59,51,69,56,54,78,15,ブロックサーカス,ジャンピングサンダー,シューティングスター (B),トカチェフボンバー (C),ramon,,ラモン・マルチネス,,Martínez,Ramón Martínez,2138
,リオネル,,スカウト,風,GK,,133,128,52,60,49,56,57,60,56,46,パワーシールド,フルパワーシールド,ジグザグフレイム,パワーチャージ,rioneru,,リオネル・クルス,,Cruz,Lionel Cruz,2139
,リカルド,,スカウト,山,FW,,128,106,43,40,40,56,41,67,40,108,クルクルヘッド (C),ネバーギブアップ,イーグルバスター (L),デュアルストライク,rikarudo,,リカルド・アグエロ,,Agüero,Ricardo Agüero,2140
,レオーネ,,スカウト,火,FW,,130,120,68,58,44,68,76,41,52,30,ヘルファイア 改,イケメンＵＰ！,コンドルダイブ (C),イーグルバスター (L),reoone,,レオーネ・バティゴ,,Badigo,Leone Badigo,2141
,ロベルト,,スカウト,風,MF,,122,108,68,60,54,65,79,62,58,3,ドッグラン,サイクロン,ダブルロケット,アイアンウォール (B),roberuto,3,ロベルト・トーレス,,Torres,Roberto Torres,2142
,アレックス,,スカウト,山,GK,,105,114,92,76,39,47,35,32,89,16,カウンターストライク,ホークショット (B),ざんぞう,イーグルバスター (L),arekkusu,,アレックス・ホーク,,Hawke,Alex Hawke,2143
,イチノセ,,スカウト,林,MF,5,130,128,79,60,72,64,63,53,71,0,イリュージョンボール,フレイムダンス 改,ペガサスショット (C),ふっかつ！,ichinose,,いちのせ かずや,一之瀬 一哉,Erik,Erik Eagle,2144
,エディ,,スカウト,火,FW,,128,102,59,57,63,56,56,58,52,27,スピニングカット (B),スピニングシュート (C),じごくぐるま,シューティングスター (B),edei,,エディ・ハワード,,Dexter,Norbert Poindexter,2145
,キッド,,スカウト,林,GK,,100,129,72,40,44,75,75,37,67,20,フラッシュアッパー,セツヤク！,ロケットこぶし,ガンショット,kiddo,,ビリー・ラピッド,,Dash,Billy Dash,2146
,サミー,,スカウト,林,MF,,132,98,32,37,36,36,75,76,78,62,クルクルヘッド (C),ジグザグスパーク,ダブルサイクロン,たまのりピエロ,samii,1,サミー・デンプシー,,Pooma,Petie Pooma,2147
,ショーン,,スカウト,山,MF,,118,135,49,58,72,43,40,40,44,69,ジグザグスパーク,がくしゅう,フリーズショット,ペガサスショット (C),shoon,,ショーン・ピアース,,Pierce,Shane Pierce,2148
,スティーブ,,スカウト,火,MF,,132,107,52,68,52,54,49,64,70,20,キラースライド,イリュージョンボール,ツインブースト,ジ・イカロス,suteiibu,,スティーブ・ウッドマック,,Woodmark,Steve Woodmark,2149
