page_order,name_ja,zone_name,obtention_desc,attri,positi,lv,GP,TP,kick,body,control,guard,speed,stamina,guts,freedom,h1,h2,h3,h4,name_romanji,body_type,full_ja,kanji_ja,name_en,full_en,id
,いちかわ,,,林,MF,,114,121,57,52,70,61,56,56,64,12,クルクルヘッド (C),ぶんしんシュート (C),ドッペルゲンガー,カマイタチ,ichikawa,,いちかわ たえもん,市川 太衛門,Dinglite,Lee Dinglite,1782
,いつしげ,,,風,GK,,108,118,53,54,60,56,55,55,65,16,トルネードキャッチ,ねっけつヘッド,かえんほうしゃ,ちゃぶだいがえし,itsushige,,いつしげ まなぶ,五重 学,Bookworm,Earnest Bookworm,1783
,うすけ,,,風,FW,,126,118,75,55,59,57,72,52,71,10,クリティカル！,ドラゴンキャノン,れっぷうダッシュ,せんぷうじん (B),usuke,,てんじん うすけ,天神 吽助,Artz,Dirk Artz,1784
,おさもと,,,風,FW,,110,107,63,60,54,57,52,56,57,22,かみかくし,クンフーヘッド,せんぷうじん (B),ドラゴンキャノン,osamoto,,おさもと ごう,総本 号,Ation,Don Ation,1785
,かきた,,,林,GK,,116,138,58,71,53,62,58,57,69,17,ネバーギブアップ,かえんほうしゃ,ぶんしんブロック,せいぎのてっけん,kakita,,かきた たいしょう,垣田 大将,Kik,Crane Kik,1786
,かげた,,,林,FW,,119,120,60,56,57,53,68,58,55,10,ひとりワンツー,ドラゴンクラッシュ (C),メガトンヘッド (B),ドラゴングランド,kageta,,かげた めぐる,影田 巡,Wando,Tyke Wando,1787
,かも,,,林,DF,,106,120,58,57,59,58,57,60,58,10,おんりょう,のろい,かみかくし,かごめかごめ,kamo,4,かも よしゆき,賀茂 歓行,Gami,Ollie Gami,1788
,ござん,,,火,MF,,117,103,60,61,54,52,57,58,57,7,モンキーターン,ヒートタックル,ヘルファイア,ボルケイノカット (B),gozan,1,ござん そう,五山 送,Kandel,Roman Kandel,1789
,こむそう,,,林,MF,,113,117,58,53,70,62,54,61,59,19,むぞくせい,たつまきどくぎり,かげぬい,ぶんしんシュート (C),komusou,1,たかゆめ そういち,高夢 宗一,Fardream,Junior Fardream,1790
,さとり,,,風,DF,,115,110,66,60,68,60,62,54,56,12,くものいと,ぶんしんディフェンス,ざんぞう,さばきのてっつい (B),satori,,さとり かい,悟里 開,Waxon,Parry Waxon,1791
,ふくみ,,,林,DF,,127,106,58,62,55,54,57,60,70,9,たつまきせんぷう,ぶんしんディフェンス,クンフーアタック (B),さばきのてっつい (B),fukumi,,ふくみ みおう,福見 観邑,Maxi,Max Fortune,1792
,ほうぎょく,,,山,DF,,106,107,56,53,59,52,57,62,48,33,どくぎりのじゅつ,クンフーアタック (B),たつまきどくぎり,ぶんしんフェイント,hougyoku,,ほうぎょく ひかる,宝玉 光,Sparky,Bri Spark,1793
,まかない,,,火,DF,,107,113,53,58,67,56,62,59,53,23,しこふみ,スーパーしこふみ (B),じばしりかえん,モグラフェイント,makanai,4,まかない しょう,真仮名井 承,Water,Brendan Water,1794
,まなびや,,,風,MF,,102,119,54,57,62,52,53,57,56,24,がくしゅう,ぶんしんフェイント,ごりむちゅう,じごくぐるま,manabiya,,まなびや いっきん,学舎 一筋,Telektual,Ian Telektual,1795
,いっしき,,,山,MF,,119,118,68,56,52,64,53,66,48,15,マジック,やくびょうがみ,スーパーしこふみ (B),モグラシャッフル,isshiki,4,いっしき まさし,一色 真砂士,Color,Maston Color,1796
,いやたに,,,山,DF,,112,106,53,56,62,64,62,67,62,8,キラースライド,ジャッジスルー2,うしろのしょうめん,ぶんしんフェイント,iyatani,,いやたに けんご,弥谷 剣五,Healen,Blade Healen,1797
,かたくら,,,林,GK,,110,122,52,65,56,67,54,58,55,15,キラースライド,シュートポケット,スリングショット,ガラティーン,katakura,,かたくら じおん,片倉 慈音,Cellar,Jimbo Cellar,1798
,げんおう 2,,,火,GK,,130,120,58,56,61,72,57,62,53,22,こんしん！,ビーストファング,パワーシールド,フルパワーシールド,genou,,げんだ こうじろう,源田 幸次郎,King,Joseph King,1799
,ごういん,,,林,DF,,150,103,56,66,62,64,64,55,60,11,リカバリー,キラースライド,ダブルサイクロン,マッドエクスプレス,gouin,3,ごういん たけし,郷院 猛,Bargie,Argie Bargie,1800
,さくま 2,,,林,FW,,129,115,75,60,57,49,58,76,58,20,オフェンスフォース,こうていペンギン1ごう,ならくおとし,こうていペンギン2ごう,sakuma,,さくま じろう,佐久間 次郎,Samford,David Samford,1801
,じくわ,,,火,DF,5,108,112,58,56,63,59,64,59,55,14,コイルターン,ジャッジスルー2,スピニングカット (B),ライトニングアクセル,jikuwa,,じくわ りょう,竺和 了,Bamboo,Lee Bamboo,1802
,しょうに,,,風,DF,,115,104,60,54,61,54,65,60,58,17,クイックドロウ,スーパースキャン,ジグザグスパーク,さばきのてっつい (B),shouni,,しょうに あかつき,少弐 暁,Little,Dawson Little,1803
,そうま,,,風,FW,,106,104,57,57,61,51,60,56,62,20,たまのりピエロ,ファントムシュート (C),イリュージョンボール,アルマジロサーカス,souma,1,そうま ぜんき,相馬 善鬼,Wildhorse,Zenn Wildhorse,1804
,たいや,,,風,DF,,116,112,56,62,63,60,62,63,58,8,サイクロン,ダブルサイクロン,バックトルネード (B),ダブルトルネード (B),taiya,,たいや れきと,帯屋 暦人,Beltzer,Rowan Beltzer,1805
,たかなし,,,風,MF,,105,138,57,63,64,54,58,59,60,13,バックトルネード (B),メテオシャワー,デュアルストーム (Lv49),キラーフィールズ,takanashi,,たかなし しのぶ,小鳥遊 忍,Sparrow,Sue Sparrow,1806
,ひえ,,,林,FW,,103,126,63,60,57,54,60,69,52,16,ひゃくれつショット (C),にひゃくれつショット (B),ブロックサーカス,デスゾーン,hie,,ひえ りょうすけ,比得 呂介,Jamm,Riley Jamm,1807
,ひから,,,山,MF,,126,110,56,64,58,57,66,63,61,14,おんりょう,イリュージョンボール,たつまきどくぎり,ヘビーベイビー (B),hikara,1,ひから よしてる,日柄 美照,Spark,Jonah Spark,1808
,ふどう 2,,,火,MF,,118,127,61,78,66,54,64,50,53,23,イケイケ!,トリプルブースト (L),ジャッジスルー2,ウェルカムバック,fudou,,ふどう あきお,不動 明王,Caleb,Caleb Stonewall,1809
,べつき,,,林,MF,,117,110,59,52,63,60,61,52,68,10,ドこんじょうバット (B),ドこんじょうクラブ (L),マタドールフェイント,フラッシュアッパー,betsuki,,べっき こうすけ,戸次 弘祐,Beck,Cosimo Beck,1810
,めざ,,,林,MF,,109,117,52,63,70,52,57,51,58,18,にひゃくれつショット (B),スーパースキャン,スーパースキャン,とうめいフェイント,meza,,めざ あいと,目座 相斗,Messer,Eton Messer,1811
,おぎん,,,火,MF,,114,128,52,58,55,57,58,51,62,26,ひとりワンツー,フーセンガム,リボンシャワー,パラディンストライク (C),ogin,,せんば ぎんこ,船場 銀子,Cash,Peony Cash,1812
,かつよ,,,火,DF,,119,132,56,54,58,58,56,52,63,44,グッドスメル,ブレードアタック,りゅうせいブレード (B),スティンガー,katsuyo,,くしだ かつよ,串田 香津世,Greenland,Esther Greenland,1813
,コイ,,,火,GK,,95,148,48,65,59,67,50,52,71,18,はなふぶき 改,スラッシュネイル,だいばくはつはりて,こんしん！,koi,4,どす こい,土州 恋,Fields,Daisy Fields,1814
,こうこ,,,林,DF,,108,137,61,56,61,65,60,52,52,28,たまのりピエロ,フェイクボンバー,ごりむちゅう,ブロックサーカス,kouko,1,とらはま こうこ,虎浜 甲子,Sand,Alexia Sand,1815
,ともえ,,,山,GK,,145,133,52,60,52,60,55,58,52,9,セツヤク！,はなふぶき,うしろのしょうめん,ちゃぶだいがえし,tomoe,,ねぎり ともえ,根切 ともえ,Closeout,Dell Closeout,1816
,のっこ,,,林,MF,,108,129,52,58,60,53,57,60,58,25,フーセンガム,うしろのしょうめん,フェイクボンバー,ウルトラムーン,nokko,,たこや のりこ,蛸谷 紀子,Sunrise,Natalie Sunrise,1817
,はなえ,,,火,GK,,108,142,54,60,54,62,55,57,63,26,スラッシュネイル,ジャイアントスピン,ドこんじょうバット (B),フラッシュアッパー,hanae,4,なんば はなえ,難波 花枝,Brook,Janine Brook,1818
,はなこ,,,風,MF,,115,132,63,59,59,55,53,60,54,27,リボンシャワー,レインボーループ (L),コイルターン,あいきどう,hanako,,なみかわ はなこ,浪川 花子,Bush,Hillary Bush,1819
,はるみ,,,林,DF,,138,133,52,60,68,60,66,52,52,7,フェイクボンバー,フーセンガム,リボンシャワー,グッドスメル,harumi,,うめだ はるみ,梅田 陽海,Pinkpetal,Rose Pinkpetal,1820
,ひかり,,,林,DF,,121,112,54,55,56,55,52,60,52,7,たまのりピエロ,つうてんかくシュート (C),グッドスメル,オオウチワ,hikari,1,つうてん ひかり,通天 光里,Spires,Amy Spires,1821
,ひろみ,,,風,MF,,125,116,56,55,64,63,54,52,59,25,スピニングシュート (C),うしろのしょうめん,リボンシャワー,ドラゴングランド,hiromi,1,よろず ひろみ,万 博美,Bluebells,Bela Bluebells,1822
,まつり,,,林,MF,,124,127,64,59,53,51,57,63,64,24,イケイケ！,スパイラルショット,デザートストーム,オオウチワ,matsuri,,きしわだ まつり,岸和田 祭,Revel,Gayle Revel,1823
,まり,,,山,MF,,111,129,54,61,58,53,55,54,69,29,ローリングキック (C),ムーンサルト,リボンシャワー,スーパーエラシコ,mari,,てんのうじ まり,天王寺 万里,Moor,Mary Moor,1824
,みちこ,,,林,DF,,104,137,58,52,56,55,54,55,57,33,おいろけUP！,グッドスメル,ローズスプラッシュ (C),ヘブンズタイム,michiko,,ほり みちこ,堀 道子,Earth,Hellen Hearth,1825
,リカ,,,林,FW,,107,108,65,60,59,54,60,52,64,25,ローズスプラッシュ V2(C),バタフライドリーム (B),ニニンサンキャク,おいろけUP！,rika,,うらべ リカ,浦部 リカ,Sue,Suzette Hartland,1826
,れいか,,,林,FW,,103,132,57,52,58,63,53,56,54,31,おいろけUP！,バタフライドリーム (B),プリマドンナ,マタドールフェイント,reika,,みどう れいか,御堂 玲華,Willow,Lilly Willow,1827
,いしやま,,,山,DF,,117,108,60,66,52,64,52,65,58,16,ザ・ウォール (B),オオウチワ,アイアンウォール (B),ちゃぶだいがえし,ishiyama,4,いしやま もりひと,石山 防仁,Badgame,Maurice Badgame,1828
,おおほり,,,林,DF,,116,107,60,60,53,60,59,66,60,6,シューティングスター (B),ホーントレイン (B),れっぷうダッシュ,U･ボート,oohori,,おおほり みちとし,大濠 満敬,Mishap,Mick Mishap,1829
,おきのしま,,,風,GK,,114,123,59,64,52,58,59,57,62,9,つむじ,ねっけつヘッド,スピニングカット (B),ダブルロケット,okinoshima,,おきのしま そう,沖ノ島 宗,Bathers,Knowle Bathers,1830
,おやとみ,,,林,FW,,113,101,61,61,56,57,54,54,55,6,フーセンガム,グレネードショット,ダイナマイトシュート (C),あいきどう,oyatomi,,おやとみ たかし,親富 孝,Failing,Mark Failing,1831
,くろだ,,,風,MF,,111,109,73,52,62,57,52,64,53,17,ダブルグレネード (C),イナズマ1ごう (B),オオウチワ,ドこんじょうクラブ (L),kuroda,,くろだ やりみち,黒田 槍道,Duskplay,Spencer Duskplay,1832
,げんかい,,,火,DF,,112,105,61,63,58,68,54,64,52,6,ドこんじょうクラブ (L),ホーントレイン (B),ヒートタックル,マッドエクスプレス,genkai,3,げんかい なみと,玄界 波人,Leave,Louis Leave,1833
,しか,,,火,MF,,107,117,53,62,60,53,68,63,55,10,クイックドロウ,アルマジロサーカス,ねっけつヘッド,ヘルファイア,shika,1,しか かねあき,志賀 金印,Random,Cannon Random,1834
,だざい,,,風,FW,,105,118,52,52,71,47,68,57,63,13,ラッキー!,クルクルヘッド (C),ツインブースト,ニニンサンキャク,dazai,1,だざい うめきち,太宰 梅吉,Passing,Mike Passing,1835
,ちくし,,,風,DF,,108,116,55,56,60,55,60,60,60,10,イケメンUP!,ブロックサーカス,オオウチワ,エッフェルドライブ (C),chikushi,,ちくし くにみつ,筑紫 国光,Fake,Drancis Fake,1836
,とだ,,,林,FW,,117,121,65,62,57,56,65,61,64,14,ネバーギブアップ,レインボーループ (L),ニニンサンキャク,イナズマブレイク,toda,,とだ ゆういちろう,戸田 雄一郎,Luckyman,Jonathan Luckyman,1837
,ながはま,,,山,MF,,119,108,55,64,51,71,48,68,67,7,グレネードショット,メガクェイク,レインボーループ (L),フェイクボンバー,nagahama,3,ながはま ほそみち,長浜 細道,Cotts,Alton Cotts,1838
,にわか,,,火,GK,,102,127,52,64,56,66,60,56,56,12,ゴールずらし,ねっけつパンチ,ドこんじょうキャッチ,カウンターストライク,niwaka,,にわか よしとも,仁若 芸知,Cracker,Wiley Cracker,1839
,まつばやし,,,火,FW,,115,113,54,62,58,48,67,55,64,11,ドこんじょうバット (B),レインボーループ (L),メテオアタック,デュアルストーム,matsubayashi,1,まつばやし ゆう,松林 躍,Poker,Joe Poker,1840
,まつりだ,,,山,FW,,106,104,54,64,54,51,63,62,61,12,イケイケ!,スーパーしこふみ (B),オオウチワ,レボリューションV,matsurida,4,まつりだ わっしょい,祭利田 我暑衣,Fate,Dave Fate,1841
,みちはた,,,林,MF,,118,113,64,61,59,55,57,61,58,18,スネークショット (C),ブロックサーカス,メガネクラッシュ (C),トカチェフボンバー,michihata,,みちはた うたう,道端 詠,Richmen,Ulric Richmen,1842
,あかみね,,,火,DF,,105,117,62,57,63,54,56,62,56,11,イケイケ！,ヒートタックル,ローリングスライド,カポエイラスナッチ,akamine,,あかみね ひろあき,赤嶺 宏昭,Redding,Hector Redding,1843
,あがりえ,,,風,FW,,107,116,58,67,55,52,68,64,50,17,ダッシュアクセル,ウォーターベール,フーセンガム,ムーンサルト,agarie,,あがりえ やすお,東江 矢須雄,Easton,Joston Easton,1844
,あむろ,,,風,GK,,104,134,54,63,52,64,59,48,57,35,スワンダイブ,たつまきせんぷう,つなみウォール,アイスブロック,amuro,,あむろ みきお,安室 幹生,Cooley,Gaston Cooley,1845
,おとむら,,,林,MF,,113,121,61,56,62,62,60,63,60,14,フレイムダンス,フーセンガム,エコーボール,ストライクサンバ,otomura,,おとむら がくや,音村 楽也,Soundtown,Cadence Soundtown,1846
,おやどまり,,,林,DF,,114,113,52,63,66,62,58,55,62,8,モンキーターン,マジック,つちだるま (C),ノーエスケイプ,oyadomari,,おやどまり ながせ,親泊 永星,Breakfast,Bevan Breakfast,1847
,ぎぼ,,,山,DF,,112,110,59,61,59,68,52,57,63,7,ノーエスケイプ,タフネスブロック,つなみウォール,ネバーギブアップ,gibo,4,ぎぼ かねかつ,宜保 兼勝,Hills,Victor Hills,1848
,キャン,,,火,MF,,103,133,59,60,53,55,52,59,60,29,ネバーギブアップ,フーセンガム,ホエールガード,ザ・ハリケーン,kyan,1,きゃん りんか,喜屋武 梨花,Delight,Dora Delight,1849
,こじゃ,,,山,MF,,109,113,64,60,69,52,54,59,59,6,イーグルバスター (L),ホークショット (C),あびせげり (C),じくうのかべ,koja,,こじゃ ひでのり,古謝 秀範,Contented,Tom Contented,1850
,サンゴ,,,風,FW,,92,121,58,52,57,53,55,52,53,47,ひゃくれつショット (C),ひとりワンツー,シャインドライブ,バタフライドリーム (B),sango,,じゃはな サンゴ,謝花 サンゴ,Talent,Coral Talent,1851
,シャーク,,,風,FW,,118,107,62,57,56,58,71,57,55,24,シャインドライブ,ジグザグスパーク,クロスドライブ (C),メガロドン,shaーku,,いけみやぎ はる,池宮城 波留,Shark,Spring Millpond,1852
,しゅり,,,火,GK,,104,125,58,68,52,76,50,59,64,10,ちょうわざ！,ちゃぶだいがえし,つなみウォール,グレートバリアリーフ,shuri,4,しゅり いわお,首里 巌,Black,Rocky Black,1853
,ずけらん,,,火,MF,,115,117,60,53,58,56,61,62,61,7,ターザンキック (C),コンドルダイブ (C),フレイムダンス,モグラシャッフル,zukeran,,ずけらん れいと,瑞慶覧 礼人,Griddle,Jack Griddle,1854
,ダイバー,,,風,DF,,124,108,61,55,60,53,58,68,57,10,コイルターン,ウォーターベール,オオウチワ,フェイクボンバー,daibaー,,たいら もぐる,平良 潜,Diver,Chad Taylor,1855
,ちねん,,,山,MF,,116,106,65,52,54,61,56,68,69,10,スパイラルショット,スーパーアルマジロ,アースクェイク,ボルケイノカット (B),chinen,3,ちねん なおき,知念 直輝,Andagi,Stan Andagi,1856
,とぐち,,,風,MF,,117,112,60,57,53,56,61,53,60,26,ファントムシュート (C),ブレードアタック,ホエールガード,サイクロン,toguchi,,とぐち まさひろ,渡具知 雅洋,Fordline,Mackenzie Fordline,1857
